benchmark_id,benchmark_family,granularity,semantic_label_mode,rollback_split_condition,method_id,compiler,compiler_id,opt_level,profile_condition,status,error_message,throughput_bytes_per_sec,compiled_instruction_count,binary_size_bytes
BM2,Richer C-like lexer,fine,fine,on,B5_DAG,clang,clang_O3,-O3,uniform,completed,,6038867924528.302,3,51512
BM2,Richer C-like lexer,fine,fine,on,B5_DAG,clang,clang_Os,-Os,uniform,completed,,160505819.50191343,1,51512
BM3,JSON-like lexer,binary,binary,off,B1,gcc,gcc_O2,-O2,same_A,completed,,134525717.33386827,5,37720
BM3,JSON-like lexer,binary,binary,off,B1,gcc,gcc_O3,-O3,same_A,completed,,160398441.156597,5,37648
BM3,JSON-like lexer,binary,binary,off,B1,gcc,gcc_Os,-Os,same_A,completed,,134642474.0002455,4,37680
BM3,JSON-like lexer,binary,binary,off,B1,clang,clang_O2,-O2,same_A,completed,,6861953488372.093,4,37648
BM3,JSON-like lexer,binary,binary,off,B1,clang,clang_O3,-O3,same_A,completed,,5785568627450.98,4,37648
BM3,JSON-like lexer,binary,binary,off,B1,clang,clang_Os,-Os,same_A,completed,,141365834.35422042,4,33544
BM3,JSON-like lexer,binary,binary,off,B2,gcc,gcc_O2,-O2,same_A,completed,,241308639.5925304,5,37720
BM3,JSON-like lexer,binary,binary,off,B2,gcc,gcc_O3,-O3,same_A,completed,,253528871.96389845,5,37648
BM3,JSON-like lexer,binary,binary,off,B2,gcc,gcc_Os,-Os,same_A,completed,,213912303.37929878,4,37680
BM3,JSON-like lexer,binary,binary,off,B2,clang,clang_O2,-O2,same_A,completed,,6414434782608.695,4,37648
BM3,JSON-like lexer,binary,binary,off,B2,clang,clang_O3,-O3,same_A,completed,,5464148148148.148,4,37648
BM3,JSON-like lexer,binary,binary,off,B2,clang,clang_Os,-Os,same_A,completed,,276378337.01289517,4,33544
BM3,JSON-like lexer,binary,binary,off,B3,gcc,gcc_O2,-O2,same_A,completed,,143748888.62364715,5,37680
BM3,JSON-like lexer,binary,binary,off,B3,gcc,gcc_O3,-O3,same_A,completed,,165872245.3612223,5,37608
BM3,JSON-like lexer,binary,binary,off,B3,gcc,gcc_Os,-Os,same_A,completed,,143597290.6391954,4,37640
BM3,JSON-like lexer,binary,binary,off,B3,clang,clang_O2,-O2,same_A,completed,,6414434782608.695,4,37608
BM3,JSON-like lexer,binary,binary,off,B3,clang,clang_O3,-O3,same_A,completed,,6277957446808.511,4,37608
BM3,JSON-like lexer,binary,binary,off,B3,clang,clang_Os,-Os,same_A,completed,,183634667.43506813,4,33504
BM3,JSON-like lexer,binary,binary,off,B4,gcc,gcc_O2,-O2,same_A,completed,,139233475.9813005,5,37680
BM3,JSON-like lexer,binary,binary,off,B4,gcc,gcc_O3,-O3,same_A,completed,,170269440.5524997,5,37608
BM3,JSON-like lexer,binary,binary,off,B4,gcc,gcc_Os,-Os,same_A,completed,,143920038.78657338,4,37640
BM3,JSON-like lexer,binary,binary,off,B4,clang,clang_O2,-O2,same_A,completed,,5901280000000.0,4,37608
BM3,JSON-like lexer,binary,binary,off,B4,clang,clang_O3,-O3,same_A,completed,,6706000000000.0,4,37608
BM3,JSON-like lexer,binary,binary,off,B4,clang,clang_Os,-Os,same_A,completed,,183401249.5928754,4,33504
BM3,JSON-like lexer,binary,binary,off,B5_TREE,gcc,gcc_O2,-O2,same_A,completed,,139841818.70573425,5,37680
BM3,JSON-like lexer,binary,binary,off,B5_TREE,gcc,gcc_O3,-O3,same_A,completed,,169249601.0591006,5,37608
BM3,JSON-like lexer,binary,binary,off,B5_TREE,gcc,gcc_Os,-Os,same_A,completed,,143971091.02025062,4,37640
BM3,JSON-like lexer,binary,binary,off,B5_TREE,clang,clang_O2,-O2,same_A,completed,,6556977777777.778,4,37608
BM3,JSON-like lexer,binary,binary,off,B5_TREE,clang,clang_O3,-O3,same_A,completed,,5901280000000.0,4,37608
BM3,JSON-like lexer,binary,binary,off,B5_TREE,clang,clang_Os,-Os,same_A,completed,,184791744.16842335,4,33504
BM3,JSON-like lexer,binary,binary,off,B5_DAG,gcc,gcc_O2,-O2,same_A,completed,,142693409.18784922,4,37712
BM3,JSON-like lexer,binary,binary,off,B5_DAG,gcc,gcc_O3,-O3,same_A,completed,,168585650.3594952,4,37648
BM3,JSON-like lexer,binary,binary,off,B5_DAG,gcc,gcc_Os,-Os,same_A,completed,,139424533.11181456,1,37672
BM3,JSON-like lexer,binary,binary,off,B5_DAG,clang,clang_O2,-O2,same_A,completed,,5364800000000.0,3,37640
BM3,JSON-like lexer,binary,binary,off,B5_DAG,clang,clang_O3,-O3,same_A,completed,,6414434782608.695,3,37640
BM3,JSON-like lexer,binary,binary,off,B5_DAG,clang,clang_Os,-Os,same_A,completed,,185716524.61909622,1,33544
BM3,JSON-like lexer,binary,binary,off,B1,gcc,gcc_O2,-O2,same_B,completed,,156733829.37766477,5,37720
BM3,JSON-like lexer,binary,binary,off,B1,gcc,gcc_O3,-O3,same_B,completed,,187455059.20640332,5,37648
BM3,JSON-like lexer,binary,binary,off,B1,gcc,gcc_Os,-Os,same_B,completed,,152467527.97688282,4,37680
BM3,JSON-like lexer,binary,binary,off,B1,clang,clang_O2,-O2,same_B,completed,,4918153846153.846,4,37648
BM3,JSON-like lexer,binary,binary,off,B1,clang,clang_O3,-O3,same_B,completed,,5812363636363.637,4,37648
BM3,JSON-like lexer,binary,binary,off,B1,clang,clang_Os,-Os,same_B,completed,,171961224.27161032,4,33544
BM3,JSON-like lexer,binary,binary,off,B2,gcc,gcc_O2,-O2,same_B,completed,,244934783.08756277,5,37720
BM3,JSON-like lexer,binary,binary,off,B2,gcc,gcc_O3,-O3,same_B,completed,,263942312.1579377,5,37648
BM3,JSON-like lexer,binary,binary,off,B2,gcc,gcc_Os,-Os,same_B,completed,,208805725.6975459,4,37680
BM3,JSON-like lexer,binary,binary,off,B2,clang,clang_O2,-O2,same_B,completed,,5328000000000.0,4,37648
BM3,JSON-like lexer,binary,binary,off,B2,clang,clang_O3,-O3,same_B,completed,,5441361702127.66,4,37648
BM3,JSON-like lexer,binary,binary,off,B2,clang,clang_Os,-Os,same_B,completed,,269837334.1239603,4,33544
BM3,JSON-like lexer,binary,binary,off,B3,gcc,gcc_O2,-O2,same_B,completed,,169634145.45167518,5,37680
BM3,JSON-like lexer,binary,binary,off,B3,gcc,gcc_O3,-O3,same_B,completed,,194103958.6751895,5,37608
BM3,JSON-like lexer,binary,binary,off,B3,gcc,gcc_Os,-Os,same_B,completed,,162295119.4190111,4,37640
BM3,JSON-like lexer,binary,binary,off,B3,clang,clang_O2,-O2,same_B,completed,,5441361702127.66,4,37608
BM3,JSON-like lexer,binary,binary,off,B3,clang,clang_O3,-O3,same_B,completed,,5559652173913.043,4,37608
BM3,JSON-like lexer,binary,binary,off,B3,clang,clang_Os,-Os,same_B,completed,,209599256.48912394,4,33504
BM3,JSON-like lexer,binary,binary,off,B4,gcc,gcc_O2,-O2,same_B,completed,,163870917.30780196,5,37680
BM3,JSON-like lexer,binary,binary,off,B4,gcc,gcc_O3,-O3,same_B,completed,,197333333.3333333,5,37608
BM3,JSON-like lexer,binary,binary,off,B4,gcc,gcc_Os,-Os,same_B,completed,,159612054.0353308,4,37640
BM3,JSON-like lexer,binary,binary,off,B4,clang,clang_O2,-O2,same_B,completed,,5114880000000.0,4,37608
BM3,JSON-like lexer,binary,binary,off,B4,clang,clang_O3,-O3,same_B,completed,,5683200000000.0,4,37608
BM3,JSON-like lexer,binary,binary,off,B4,clang,clang_Os,-Os,same_B,completed,,210523889.56847146,4,33504
BM3,JSON-like lexer,binary,binary,off,B5_TREE,gcc,gcc_O2,-O2,same_B,completed,,167019434.79166654,5,37680
BM3,JSON-like lexer,binary,binary,off,B5_TREE,gcc,gcc_O3,-O3,same_B,completed,,194998913.4702996,5,37608
BM3,JSON-like lexer,binary,binary,off,B5_TREE,gcc,gcc_Os,-Os,same_B,completed,,159309300.8914055,4,37640
BM3,JSON-like lexer,binary,binary,off,B5_TREE,clang,clang_O2,-O2,same_B,completed,,4486736842105.263,4,37608
BM3,JSON-like lexer,binary,binary,off,B5_TREE,clang,clang_O3,-O3,same_B,completed,,5947534883720.93,4,37608
BM3,JSON-like lexer,binary,binary,off,B5_TREE,clang,clang_Os,-Os,same_B,completed,,213042417.05312318,4,33504
BM3,JSON-like lexer,binary,binary,off,B5_DAG,gcc,gcc_O2,-O2,same_B,completed,,167217642.38188896,4,37712
BM3,JSON-like lexer,binary,binary,off,B5_DAG,gcc,gcc_O3,-O3,same_B,completed,,191167588.5782628,4,37648
BM3,JSON-like lexer,binary,binary,off,B5_DAG,gcc,gcc_Os,-Os,same_B,completed,,158370519.5418015,1,37672
BM3,JSON-like lexer,binary,binary,off,B5_DAG,clang,clang_O2,-O2,same_B,completed,,5559652173913.043,3,37640
BM3,JSON-like lexer,binary,binary,off,B5_DAG,clang,clang_O3,-O3,same_B,completed,,5441361702127.66,3,37640
BM3,JSON-like lexer,binary,binary,off,B5_DAG,clang,clang_Os,-Os,same_B,completed,,204604038.89448023,1,33544
BM3,JSON-like lexer,binary,binary,off,B1,gcc,gcc_O2,-O2,A_to_B,completed,,157751469.14321208,5,37720
BM3,JSON-like lexer,binary,binary,off,B1,gcc,gcc_O3,-O3,A_to_B,completed,,186845614.0479052,5,37648
BM3,JSON-like lexer,binary,binary,off,B1,gcc,gcc_Os,-Os,A_to_B,completed,,154061815.32750726,4,37680
BM3,JSON-like lexer,binary,binary,off,B1,clang,clang_O2,-O2,A_to_B,completed,,4334644067796.6104,4,37648
BM3,JSON-like lexer,binary,binary,off,B1,clang,clang_O3,-O3,A_to_B,completed,,5812363636363.637,4,37648
BM3,JSON-like lexer,binary,binary,off,B1,clang,clang_Os,-Os,A_to_B,completed,,170853539.50700834,4,33544
BM3,JSON-like lexer,binary,binary,off,B2,gcc,gcc_O2,-O2,A_to_B,completed,,236614870.77240494,5,37720
BM3,JSON-like lexer,binary,binary,off,B2,gcc,gcc_O3,-O3,A_to_B,completed,,262312838.091487,5,37648
BM3,JSON-like lexer,binary,binary,off,B2,gcc,gcc_Os,-Os,A_to_B,completed,,207623007.84804967,4,37680
BM3,JSON-like lexer,binary,binary,off,B2,clang,clang_O2,-O2,A_to_B,completed,,5441361702127.66,4,37648
BM3,JSON-like lexer,binary,binary,off,B2,clang,clang_O3,-O3,A_to_B,completed,,5014588235294.117,4,37648
BM3,JSON-like lexer,binary,binary,off,B2,clang,clang_Os,-Os,A_to_B,completed,,265182920.88601688,4,33544
BM3,JSON-like lexer,binary,binary,off,B3,gcc,gcc_O2,-O2,A_to_B,completed,,166503035.21157938,5,37680
BM3,JSON-like lexer,binary,binary,off,B3,gcc,gcc_O3,-O3,A_to_B,completed,,194538493.66242236,5,37608
BM3,JSON-like lexer,binary,binary,off,B3,gcc,gcc_Os,-Os,A_to_B,completed,,154828304.54942545,4,37640
BM3,JSON-like lexer,binary,binary,off,B3,clang,clang_O2,-O2,A_to_B,completed,,5559652173913.043,4,37608
BM3,JSON-like lexer,binary,binary,off,B3,clang,clang_O3,-O3,A_to_B,completed,,5328000000000.0,4,37608
BM3,JSON-like lexer,binary,binary,off,B3,clang,clang_Os,-Os,A_to_B,completed,,210356788.2885069,4,33504
BM3,JSON-like lexer,binary,binary,off,B4,gcc,gcc_O2,-O2,A_to_B,completed,,157362814.24845263,5,37680
BM3,JSON-like lexer,binary,binary,off,B4,gcc,gcc_O3,-O3,A_to_B,completed,,196163616.950775,5,37608
BM3,JSON-like lexer,binary,binary,off,B4,gcc,gcc_Os,-Os,A_to_B,completed,,160136552.87886256,4,37640
BM3,JSON-like lexer,binary,binary,off,B4,clang,clang_O2,-O2,A_to_B,completed,,4918153846153.846,4,37608
BM3,JSON-like lexer,binary,binary,off,B4,clang,clang_O3,-O3,A_to_B,completed,,5947534883720.93,4,37608
BM3,JSON-like lexer,binary,binary,off,B4,clang,clang_Os,-Os,A_to_B,completed,,200761616.77535132,4,33504
BM3,JSON-like lexer,binary,binary,off,B5_TREE,gcc,gcc_O2,-O2,A_to_B,completed,,160702773.01261148,5,37680
BM3,JSON-like lexer,binary,binary,off,B5_TREE,gcc,gcc_O3,-O3,A_to_B,completed,,192939056.986821,5,37608
BM3,JSON-like lexer,binary,binary,off,B5_TREE,gcc,gcc_Os,-Os,A_to_B,completed,,159941362.83869904,4,37640
BM3,JSON-like lexer,binary,binary,off,B5_TREE,clang,clang_O2,-O2,A_to_B,completed,,5441361702127.66,4,37608
BM3,JSON-like lexer,binary,binary,off,B5_TREE,clang,clang_O3,-O3,A_to_B,completed,,5812363636363.637,4,37608
BM3,JSON-like lexer,binary,binary,off,B5_TREE,clang,clang_Os,-Os,A_to_B,completed,,210692645.1506601,4,33504
BM3,JSON-like lexer,binary,binary,off,B5_DAG,gcc,gcc_O2,-O2,A_to_B,completed,,166365802.5850242,4,37712
BM3,JSON-like lexer,binary,binary,off,B5_DAG,gcc,gcc_O3,-O3,A_to_B,completed,,187583892.12517914,4,37648
BM3,JSON-like lexer,binary,binary,off,B5_DAG,gcc,gcc_Os,-Os,A_to_B,completed,,157157614.19619754,1,37672
BM3,JSON-like lexer,binary,binary,off,B5_DAG,clang,clang_O2,-O2,A_to_B,completed,,4825358490566.038,3,37640
BM3,JSON-like lexer,binary,binary,off,B5_DAG,clang,clang_O3,-O3,A_to_B,completed,,4124903225806.4517,3,37640
BM3,JSON-like lexer,binary,binary,off,B5_DAG,clang,clang_Os,-Os,A_to_B,completed,,167360227.20951766,1,33544
BM3,JSON-like lexer,binary,binary,off,B1,gcc,gcc_O2,-O2,B_to_A,completed,,136153388.97645932,5,37720
BM3,JSON-like lexer,binary,binary,off,B1,gcc,gcc_O3,-O3,B_to_A,completed,,159849438.23755193,5,37648
BM3,JSON-like lexer,binary,binary,off,B1,gcc,gcc_Os,-Os,B_to_A,completed,,134418163.92725682,4,37680
BM3,JSON-like lexer,binary,binary,off,B1,clang,clang_O2,-O2,B_to_A,completed,,5901280000000.0,4,37648
BM3,JSON-like lexer,binary,binary,off,B1,clang,clang_O3,-O3,B_to_A,completed,,5901280000000.0,4,37648
BM3,JSON-like lexer,binary,binary,off,B1,clang,clang_Os,-Os,B_to_A,completed,,142785730.9116319,4,33544
BM3,JSON-like lexer,binary,binary,off,B2,gcc,gcc_O2,-O2,B_to_A,completed,,234386493.36949253,5,37720
BM3,JSON-like lexer,binary,binary,off,B2,gcc,gcc_O3,-O3,B_to_A,completed,,253257515.610583,5,37648
BM3,JSON-like lexer,binary,binary,off,B2,gcc,gcc_Os,-Os,B_to_A,completed,,210119286.26210505,4,37680
BM3,JSON-like lexer,binary,binary,off,B2,clang,clang_O2,-O2,B_to_A,completed,,5674307692307.692,4,37648
BM3,JSON-like lexer,binary,binary,off,B2,clang,clang_O3,-O3,B_to_A,completed,,6021714285714.285,4,37648
BM3,JSON-like lexer,binary,binary,off,B2,clang,clang_Os,-Os,B_to_A,completed,,277624725.25818205,4,33544
BM3,JSON-like lexer,binary,binary,off,B3,gcc,gcc_O2,-O2,B_to_A,completed,,145159584.33344632,5,37680
BM3,JSON-like lexer,binary,binary,off,B3,gcc,gcc_O3,-O3,B_to_A,completed,,166967614.74270213,5,37608
BM3,JSON-like lexer,binary,binary,off,B3,gcc,gcc_Os,-Os,B_to_A,completed,,142197667.78938296,4,37640
BM3,JSON-like lexer,binary,binary,off,B3,clang,clang_O2,-O2,B_to_A,completed,,6277957446808.511,4,37608
BM3,JSON-like lexer,binary,binary,off,B3,clang,clang_O3,-O3,B_to_A,completed,,5674307692307.692,4,37608
BM3,JSON-like lexer,binary,binary,off,B3,clang,clang_Os,-Os,B_to_A,completed,,184366488.56769562,4,33504
BM3,JSON-like lexer,binary,binary,off,B4,gcc,gcc_O2,-O2,B_to_A,completed,,141979808.59498867,5,37680
BM3,JSON-like lexer,binary,binary,off,B4,gcc,gcc_O3,-O3,B_to_A,completed,,169550507.04717425,5,37608
BM3,JSON-like lexer,binary,binary,off,B4,gcc,gcc_Os,-Os,B_to_A,completed,,142925649.2503117,4,37640
BM3,JSON-like lexer,binary,binary,off,B4,clang,clang_O2,-O2,B_to_A,completed,,6861953488372.093,4,37608
BM3,JSON-like lexer,binary,binary,off,B4,clang,clang_O3,-O3,B_to_A,completed,,7025333333333.334,4,37608
BM3,JSON-like lexer,binary,binary,off,B4,clang,clang_Os,-Os,B_to_A,completed,,185357892.42905003,4,33504
BM3,JSON-like lexer,binary,binary,off,B5_TREE,gcc,gcc_O2,-O2,B_to_A,completed,,141791091.39601254,5,37680
BM3,JSON-like lexer,binary,binary,off,B5_TREE,gcc,gcc_O3,-O3,B_to_A,completed,,169150247.3644082,5,37608
BM3,JSON-like lexer,binary,binary,off,B5_TREE,gcc,gcc_Os,-Os,B_to_A,completed,,142894847.84515303,4,37640
BM3,JSON-like lexer,binary,binary,off,B5_TREE,clang,clang_O2,-O2,B_to_A,completed,,5464148148148.148,4,37608
BM3,JSON-like lexer,binary,binary,off,B5_TREE,clang,clang_O3,-O3,B_to_A,completed,,6861953488372.093,4,37608
BM3,JSON-like lexer,binary,binary,off,B5_TREE,clang,clang_Os,-Os,B_to_A,completed,,187152574.28028488,4,33504
BM3,JSON-like lexer,binary,binary,off,B5_DAG,gcc,gcc_O2,-O2,B_to_A,completed,,144167068.53681645,4,37712
BM3,JSON-like lexer,binary,binary,off,B5_DAG,gcc,gcc_O3,-O3,B_to_A,completed,,168878881.72628897,4,37648
BM3,JSON-like lexer,binary,binary,off,B5_DAG,gcc,gcc_Os,-Os,B_to_A,completed,,138590943.84855437,1,37672
BM3,JSON-like lexer,binary,binary,off,B5_DAG,clang,clang_O2,-O2,B_to_A,completed,,7025333333333.334,3,37640
BM3,JSON-like lexer,binary,binary,off,B5_DAG,clang,clang_O3,-O3,B_to_A,completed,,6861953488372.093,3,37640
BM3,JSON-like lexer,binary,binary,off,B5_DAG,clang,clang_Os,-Os,B_to_A,completed,,185291661.17191964,1,33544
BM3,JSON-like lexer,binary,binary,off,B1,gcc,gcc_O2,-O2,uniform,completed,,134796001.94977814,5,37720
BM3,JSON-like lexer,binary,binary,off,B1,gcc,gcc_O3,-O3,uniform,completed,,162244938.91840738,5,37648
BM3,JSON-like lexer,binary,binary,off,B1,gcc,gcc_Os,-Os,uniform,completed,,134277593.06604388,4,37680
BM3,JSON-like lexer,binary,binary,off,B1,clang,clang_O2,-O2,uniform,completed,,5901280000000.0,4,37648
BM3,JSON-like lexer,binary,binary,off,B1,clang,clang_O3,-O3,uniform,completed,,6706000000000.0,4,37648
BM3,JSON-like lexer,binary,binary,off,B1,clang,clang_Os,-Os,uniform,completed,,142769495.17979246,4,33544
BM3,JSON-like lexer,binary,binary,off,B2,gcc,gcc_O2,-O2,uniform,completed,,238592110.54041117,5,37720
BM3,JSON-like lexer,binary,binary,off,B2,gcc,gcc_O3,-O3,uniform,completed,,257577913.51274908,5,37648
BM3,JSON-like lexer,binary,binary,off,B2,gcc,gcc_Os,-Os,uniform,completed,,213133084.6597689,4,37680
BM3,JSON-like lexer,binary,binary,off,B2,clang,clang_O2,-O2,uniform,completed,,5567245283018.868,4,37648
BM3,JSON-like lexer,binary,binary,off,B2,clang,clang_O3,-O3,uniform,completed,,6021714285714.285,4,37648
BM3,JSON-like lexer,binary,binary,off,B2,clang,clang_Os,-Os,uniform,completed,,275381133.48421574,4,33544
BM3,JSON-like lexer,binary,binary,off,B3,gcc,gcc_O2,-O2,uniform,completed,,145090775.1625033,5,37680
BM3,JSON-like lexer,binary,binary,off,B3,gcc,gcc_O3,-O3,uniform,completed,,168755830.1071739,5,37608
BM3,JSON-like lexer,binary,binary,off,B3,gcc,gcc_Os,-Os,uniform,completed,,141370372.3223312,4,37640
BM3,JSON-like lexer,binary,binary,off,B3,clang,clang_O2,-O2,uniform,completed,,6277957446808.511,4,37608
BM3,JSON-like lexer,binary,binary,off,B3,clang,clang_O3,-O3,uniform,completed,,6021714285714.285,4,37608
BM3,JSON-like lexer,binary,binary,off,B3,clang,clang_Os,-Os,uniform,completed,,175940181.3877775,4,33504
BM3,JSON-like lexer,binary,binary,off,B4,gcc,gcc_O2,-O2,uniform,completed,,137261925.4741022,5,37680
BM3,JSON-like lexer,binary,binary,off,B4,gcc,gcc_O3,-O3,uniform,completed,,166943714.26340607,5,37608
BM3,JSON-like lexer,binary,binary,off,B4,gcc,gcc_Os,-Os,uniform,completed,,141640192.89610088,4,37640
BM3,JSON-like lexer,binary,binary,off,B4,clang,clang_O2,-O2,uniform,completed,,5001084745762.712,4,37608
BM3,JSON-like lexer,binary,binary,off,B4,clang,clang_O3,-O3,uniform,completed,,5364800000000.0,4,37608
BM3,JSON-like lexer,binary,binary,off,B4,clang,clang_Os,-Os,uniform,completed,,187133108.39950278,4,33504
BM3,JSON-like lexer,binary,binary,off,B5_TREE,gcc,gcc_O2,-O2,uniform,completed,,136371178.21788126,5,37680
BM3,JSON-like lexer,binary,binary,off,B5_TREE,gcc,gcc_O3,-O3,uniform,completed,,168045671.1712122,5,37608
BM3,JSON-like lexer,binary,binary,off,B5_TREE,gcc,gcc_Os,-Os,uniform,completed,,142408223.3287435,4,37640
BM3,JSON-like lexer,binary,binary,off,B5_TREE,clang,clang_O2,-O2,uniform,completed,,5567245283018.868,4,37608
BM3,JSON-like lexer,binary,binary,off,B5_TREE,clang,clang_O3,-O3,uniform,completed,,5674307692307.692,4,37608
BM3,JSON-like lexer,binary,binary,off,B5_TREE,clang,clang_Os,-Os,uniform,completed,,184111446.2529904,4,33504
BM3,JSON-like lexer,binary,binary,off,B5_DAG,gcc,gcc_O2,-O2,uniform,completed,,135003536.78300074,4,37712
BM3,JSON-like lexer,binary,binary,off,B5_DAG,gcc,gcc_O3,-O3,uniform,completed,,168565810.38574347,4,37648
BM3,JSON-like lexer,binary,binary,off,B5_DAG,gcc,gcc_Os,-Os,uniform,completed,,138342852.6954126,1,37672
BM3,JSON-like lexer,binary,binary,off,B5_DAG,clang,clang_O2,-O2,uniform,completed,,5785568627450.98,3,37640
BM3,JSON-like lexer,binary,binary,off,B5_DAG,clang,clang_O3,-O3,uniform,completed,,6556977777777.778,3,37640
BM3,JSON-like lexer,binary,binary,off,B5_DAG,clang,clang_Os,-Os,uniform,completed,,182333435.91226658,1,33544
BM3,JSON-like lexer,coarse,coarse,off,B1,gcc,gcc_O2,-O2,same_A,completed,,234714080.8243598,5,37720
BM3,JSON-like lexer,coarse,coarse,off,B1,gcc,gcc_O3,-O3,same_A,completed,,264519651.34010655,5,37648
BM3,JSON-like lexer,coarse,coarse,off,B1,gcc,gcc_Os,-Os,same_A,completed,,217440390.04029512,4,37680
BM3,JSON-like lexer,coarse,coarse,off,B1,clang,clang_O2,-O2,same_A,completed,,5567245283018.868,4,37648
BM3,JSON-like lexer,coarse,coarse,off,B1,clang,clang_O3,-O3,same_A,completed,,6706000000000.0,4,37648
BM3,JSON-like lexer,coarse,coarse,off,B1,clang,clang_Os,-Os,same_A,completed,,281061515.30738604,4,33544
BM3,JSON-like lexer,coarse,coarse,off,B2,gcc,gcc_O2,-O2,same_A,completed,,239460543.4331843,5,37720
BM3,JSON-like lexer,coarse,coarse,off,B2,gcc,gcc_O3,-O3,same_A,completed,,257969303.93995428,5,37648
BM3,JSON-like lexer,coarse,coarse,off,B2,gcc,gcc_Os,-Os,same_A,completed,,213444213.44421345,4,37680
BM3,JSON-like lexer,coarse,coarse,off,B2,clang,clang_O2,-O2,same_A,completed,,6414434782608.695,4,37648
BM3,JSON-like lexer,coarse,coarse,off,B2,clang,clang_O3,-O3,same_A,completed,,6277957446808.511,4,37648
BM3,JSON-like lexer,coarse,coarse,off,B2,clang,clang_Os,-Os,same_A,completed,,274527937.6258949,4,33544
BM3,JSON-like lexer,coarse,coarse,off,B3,gcc,gcc_O2,-O2,same_A,completed,,211961823.5394688,45,37680
BM3,JSON-like lexer,coarse,coarse,off,B3,gcc,gcc_O3,-O3,same_A,completed,,228631468.67343476,45,37608
BM3,JSON-like lexer,coarse,coarse,off,B3,gcc,gcc_Os,-Os,same_A,completed,,198768307.97959125,32,37640
BM3,JSON-like lexer,coarse,coarse,off,B3,clang,clang_O2,-O2,same_A,completed,,6706000000000.0,28,37648
BM3,JSON-like lexer,coarse,coarse,off,B3,clang,clang_O3,-O3,same_A,completed,,4837114754098.36,28,37648
BM3,JSON-like lexer,coarse,coarse,off,B3,clang,clang_Os,-Os,same_A,completed,,221413300.9764835,28,37648
BM3,JSON-like lexer,coarse,coarse,off,B4,gcc,gcc_O2,-O2,same_A,completed,,221709437.28824767,39,37680
BM3,JSON-like lexer,coarse,coarse,off,B4,gcc,gcc_O3,-O3,same_A,completed,,251983405.1543768,39,37608
BM3,JSON-like lexer,coarse,coarse,off,B4,gcc,gcc_Os,-Os,same_A,completed,,213324619.04510584,32,37640
BM3,JSON-like lexer,coarse,coarse,off,B4,clang,clang_O2,-O2,same_A,completed,,5176561403508.771,31,37688
BM3,JSON-like lexer,coarse,coarse,off,B4,clang,clang_O3,-O3,same_A,completed,,6706000000000.0,31,37688
BM3,JSON-like lexer,coarse,coarse,off,B4,clang,clang_Os,-Os,same_A,completed,,209802998.6077791,31,37680
BM3,JSON-like lexer,coarse,coarse,off,B5_TREE,gcc,gcc_O2,-O2,same_A,completed,,210595735.32644537,41,37680
BM3,JSON-like lexer,coarse,coarse,off,B5_TREE,gcc,gcc_O3,-O3,same_A,completed,,252794486.6771932,41,37608
BM3,JSON-like lexer,coarse,coarse,off,B5_TREE,gcc,gcc_Os,-Os,same_A,completed,,217027282.87084678,33,37640
BM3,JSON-like lexer,coarse,coarse,off,B5_TREE,clang,clang_O2,-O2,same_A,completed,,6277957446808.511,33,37688
BM3,JSON-like lexer,coarse,coarse,off,B5_TREE,clang,clang_O3,-O3,same_A,completed,,6414434782608.695,33,37688
BM3,JSON-like lexer,coarse,coarse,off,B5_TREE,clang,clang_Os,-Os,same_A,completed,,234681598.19294596,32,37680
BM3,JSON-like lexer,coarse,coarse,off,B5_DAG,gcc,gcc_O2,-O2,same_A,completed,,198902431.54353234,4,38032
BM3,JSON-like lexer,coarse,coarse,off,B5_DAG,gcc,gcc_O3,-O3,same_A,completed,,213678388.9102521,4,37960
BM3,JSON-like lexer,coarse,coarse,off,B5_DAG,gcc,gcc_Os,-Os,same_A,completed,,156328445.28790513,1,37992
BM3,JSON-like lexer,coarse,coarse,off,B5_DAG,clang,clang_O2,-O2,same_A,completed,,6706000000000.0,3,38040
BM3,JSON-like lexer,coarse,coarse,off,B5_DAG,clang,clang_O3,-O3,same_A,completed,,6414434782608.695,3,38040
BM3,JSON-like lexer,coarse,coarse,off,B5_DAG,clang,clang_Os,-Os,same_A,completed,,190897027.89274043,1,38032
BM3,JSON-like lexer,coarse,coarse,off,B1,gcc,gcc_O2,-O2,same_B,completed,,231586725.4906222,5,37720
BM3,JSON-like lexer,coarse,coarse,off,B1,gcc,gcc_O3,-O3,same_B,completed,,271419277.5355082,5,37648
BM3,JSON-like lexer,coarse,coarse,off,B1,gcc,gcc_Os,-Os,same_B,completed,,216249124.83638248,4,37680
BM3,JSON-like lexer,coarse,coarse,off,B1,clang,clang_O2,-O2,same_B,completed,,5812363636363.637,4,37648
BM3,JSON-like lexer,coarse,coarse,off,B1,clang,clang_O3,-O3,same_B,completed,,4825358490566.038,4,37648
BM3,JSON-like lexer,coarse,coarse,off,B1,clang,clang_Os,-Os,same_B,completed,,272852390.59509355,4,33544
BM3,JSON-like lexer,coarse,coarse,off,B2,gcc,gcc_O2,-O2,same_B,completed,,245589134.8625677,5,37720
BM3,JSON-like lexer,coarse,coarse,off,B2,gcc,gcc_O3,-O3,same_B,completed,,256432521.31974354,5,37648
