benchmark_id,granularity,method_id,compiler_id,profile_condition,semantic_mode_off,semantic_mode_on,delta_num_semantic_classes,delta_num_intervals_total,delta_comparison_sites,delta_worst_case_depth,delta_expected_depth,delta_accept_predicate_expected_depth,delta_rollbackacc_predicate_expected_depth,delta_throughput_bytes_per_sec
BM3,operational,B4,clang_O2,same_A,operational_rb_off,operational_rb_on,1,1,1,1,0.22598551465275696,-0.20687437221350913,-0.3249687208134351,-840239202657.8076
BM3,operational,B4,clang_O3,same_A,operational_rb_off,operational_rb_on,1,1,1,1,0.22598551465275696,-0.20687437221350913,-0.3249687208134351,492388819357.5303
BM3,operational,B4,clang_Os,same_A,operational_rb_off,operational_rb_on,1,1,1,1,0.22598551465275696,-0.20687437221350913,-0.3249687208134351,-6030276.69154954
BM3,operational,B5_TREE,gcc_O2,same_A,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,-7349981.321405679
BM3,operational,B5_TREE,gcc_O3,same_A,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,-11908451.589253604
BM3,operational,B5_TREE,gcc_Os,same_A,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,1607596.2322026491
BM3,operational,B5_TREE,clang_O2,same_A,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,-710712163789.6426
BM3,operational,B5_TREE,clang_O3,same_A,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,115711372549.01953
BM3,operational,B5_TREE,clang_Os,same_A,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,-4939738.769233406
BM3,operational,B5_DAG,gcc_O2,same_A,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,499353.45662918687
BM3,operational,B5_DAG,gcc_O3,same_A,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,-16875558.561715305
BM3,operational,B5_DAG,gcc_Os,same_A,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,12498540.90831086
BM3,operational,B5_DAG,clang_O2,same_A,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,321420479302.83203
BM3,operational,B5_DAG,clang_O3,same_A,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,740127090301.0029
BM3,operational,B5_DAG,clang_Os,same_A,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,-8035531.727469087
BM3,operational,B1,gcc_O2,same_B,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,-249608.60531941056
BM3,operational,B1,gcc_O3,same_B,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,1064321.197130084
BM3,operational,B1,gcc_Os,same_B,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,-337786.54167085886
BM3,operational,B1,clang_O2,same_B,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,473599999999.9995
BM3,operational,B1,clang_O3,same_B,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,-129163636363.63672
BM3,operational,B1,clang_Os,same_B,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,2553802.4679834247
BM3,operational,B2,gcc_O2,same_B,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,829007.2011110783
BM3,operational,B2,gcc_O3,same_B,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,-809849.8201507628
BM3,operational,B2,gcc_Os,same_B,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,956580.3318443
BM3,operational,B2,clang_O2,same_B,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,0.0
BM3,operational,B2,clang_O3,same_B,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,-213120000000.0
BM3,operational,B2,clang_Os,same_B,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,1165209.321620226
BM3,operational,B3,gcc_O2,same_B,operational_rb_off,operational_rb_on,1,1,1,1,0.5740154641240336,0.0,-0.07080044869997182,5950470.813237041
BM3,operational,B3,gcc_O3,same_B,operational_rb_off,operational_rb_on,1,1,1,1,0.5740154641240336,0.0,-0.07080044869997182,12124903.492990792
BM3,operational,B3,gcc_Os,same_B,operational_rb_off,operational_rb_on,1,1,1,1,0.5740154641240336,0.0,-0.07080044869997182,-9579375.90304938
BM3,operational,B3,clang_O2,same_B,operational_rb_off,operational_rb_on,1,1,1,1,0.5740154641240336,0.0,-0.07080044869997182,-1150272863568.2158
BM3,operational,B3,clang_O3,same_B,operational_rb_off,operational_rb_on,1,1,1,1,0.5740154641240336,0.0,-0.07080044869997182,213120000000.0
BM3,operational,B3,clang_Os,same_B,operational_rb_off,operational_rb_on,1,1,1,1,0.5740154641240336,0.0,-0.07080044869997182,5308181.264444083
BM3,operational,B4,gcc_O2,same_B,operational_rb_off,operational_rb_on,1,1,1,1,0.2165177677176393,0.675333520291655,-0.543497856656384,1525621.477443248
BM3,operational,B4,gcc_O3,same_B,operational_rb_off,operational_rb_on,1,1,1,1,0.2165177677176393,0.675333520291655,-0.543497856656384,4259750.202587187
BM3,operational,B4,gcc_Os,same_B,operational_rb_off,operational_rb_on,1,1,1,1,0.2165177677176393,0.675333520291655,-0.543497856656384,-14107104.810275227
BM3,operational,B4,clang_O2,same_B,operational_rb_off,operational_rb_on,1,1,1,1,0.2165177677176393,0.675333520291655,-0.543497856656384,1029381037567.084
BM3,operational,B4,clang_O3,same_B,operational_rb_off,operational_rb_on,1,1,1,1,0.2165177677176393,0.675333520291655,-0.543497856656384,568320000000.0
BM3,operational,B4,clang_Os,same_B,operational_rb_off,operational_rb_on,1,1,1,1,0.2165177677176393,0.675333520291655,-0.543497856656384,-11698698.459160924
BM3,operational,B5_TREE,gcc_O2,same_B,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-5597110.736035556
BM3,operational,B5_TREE,gcc_O3,same_B,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-8401419.777391553
BM3,operational,B5_TREE,gcc_Os,same_B,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-9301301.349549383
BM3,operational,B5_TREE,clang_O2,same_B,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-593098330241.1875
BM3,operational,B5_TREE,clang_O3,same_B,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-351296703296.7031
BM3,operational,B5_TREE,clang_Os,same_B,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-4345108.504378766
BM3,operational,B5_DAG,gcc_O2,same_B,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-8101403.285726756
BM3,operational,B5_DAG,gcc_O3,same_B,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-30053669.489391863
BM3,operational,B5_DAG,gcc_Os,same_B,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,14543251.182846606
BM3,operational,B5_DAG,clang_O2,same_B,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,123547826086.95703
BM3,operational,B5_DAG,clang_O3,same_B,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,113361702127.66016
BM3,operational,B5_DAG,clang_Os,same_B,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-20726334.220663816
BM3,operational,B1,gcc_O2,A_to_B,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,542645.6904887557
BM3,operational,B1,gcc_O3,A_to_B,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,1759970.7791307867
BM3,operational,B1,gcc_Os,A_to_B,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,2484742.3385924995
BM3,operational,B1,clang_O2,A_to_B,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,252711462450.59375
BM3,operational,B1,clang_O3,A_to_B,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,797775401069.5195
BM3,operational,B1,clang_Os,A_to_B,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,-7503223.121241868
BM3,operational,B2,gcc_O2,A_to_B,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,2732114.1563954055
BM3,operational,B2,gcc_O3,A_to_B,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,-701866.2989976704
BM3,operational,B2,gcc_Os,A_to_B,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,232012.97879815102
BM3,operational,B2,clang_O2,A_to_B,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,-568320000000.0
BM3,operational,B2,clang_O3,A_to_B,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,-313411764705.8828
BM3,operational,B2,clang_Os,A_to_B,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,2783590.8006908
BM3,operational,B3,gcc_O2,A_to_B,operational_rb_off,operational_rb_on,1,1,1,1,0.8323171268965766,0.0,-0.11809434859992596,6369565.855280161
BM3,operational,B3,gcc_O3,A_to_B,operational_rb_off,operational_rb_on,1,1,1,1,0.8323171268965766,0.0,-0.11809434859992596,13415772.26346612
BM3,operational,B3,gcc_Os,A_to_B,operational_rb_off,operational_rb_on,1,1,1,1,0.8323171268965766,0.0,-0.11809434859992596,-13046378.30146414
BM3,operational,B3,clang_O2,A_to_B,operational_rb_off,operational_rb_on,1,1,1,1,0.8323171268965766,0.0,-0.11809434859992596,0.0
BM3,operational,B3,clang_O3,A_to_B,operational_rb_off,operational_rb_on,1,1,1,1,0.8323171268965766,0.0,-0.11809434859992596,-705361702127.6602
BM3,operational,B3,clang_Os,A_to_B,operational_rb_off,operational_rb_on,1,1,1,1,0.8323171268965766,0.0,-0.11809434859992596,-1879278.716997385
BM3,operational,B4,gcc_O2,A_to_B,operational_rb_off,operational_rb_on,1,1,1,1,0.22598551465275696,-0.20687437221350913,-0.3249687208134351,-832252.8039955795
BM3,operational,B4,gcc_O3,A_to_B,operational_rb_off,operational_rb_on,1,1,1,1,0.22598551465275696,-0.20687437221350913,-0.3249687208134351,1853483.6041454673
BM3,operational,B4,gcc_Os,A_to_B,operational_rb_off,operational_rb_on,1,1,1,1,0.22598551465275696,-0.20687437221350913,-0.3249687208134351,-4536393.860150784
BM3,operational,B4,clang_O2,A_to_B,operational_rb_off,operational_rb_on,1,1,1,1,0.22598551465275696,-0.20687437221350913,-0.3249687208134351,-118290471785.38281
BM3,operational,B4,clang_O3,A_to_B,operational_rb_off,operational_rb_on,1,1,1,1,0.22598551465275696,-0.20687437221350913,-0.3249687208134351,113361702127.66016
BM3,operational,B4,clang_Os,A_to_B,operational_rb_off,operational_rb_on,1,1,1,1,0.22598551465275696,-0.20687437221350913,-0.3249687208134351,-4979877.008378953
BM3,operational,B5_TREE,gcc_O2,A_to_B,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,-14529112.295654744
BM3,operational,B5_TREE,gcc_O3,A_to_B,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,-21122350.634004653
BM3,operational,B5_TREE,gcc_Os,A_to_B,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,-6753655.600966394
BM3,operational,B5_TREE,clang_O2,A_to_B,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,-791470793036.751
BM3,operational,B5_TREE,clang_O3,A_to_B,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,-463934693877.5508
BM3,operational,B5_TREE,clang_Os,A_to_B,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,325973.45501860976
BM3,operational,B5_DAG,gcc_O2,A_to_B,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,-2139473.6917333603
BM3,operational,B5_DAG,gcc_O3,A_to_B,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,-35076327.9779633
BM3,operational,B5_DAG,gcc_Os,A_to_B,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,6068740.911521226
BM3,operational,B5_DAG,clang_O2,A_to_B,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,-1122176393154.8916
BM3,operational,B5_DAG,clang_O3,A_to_B,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,641498327759.1973
BM3,operational,B5_DAG,clang_Os,A_to_B,operational_rb_off,operational_rb_on,1,1,1,0,0.2631945301073184,0.0,0.04958852450349793,-9890713.432949543
BM3,operational,B1,gcc_O2,B_to_A,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,2524047.7444348633
BM3,operational,B1,gcc_O3,B_to_A,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,6886355.740957856
BM3,operational,B1,gcc_Os,B_to_A,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,-167925.69308188558
BM3,operational,B1,clang_O2,B_to_A,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,-710712163789.6426
BM3,operational,B1,clang_O3,B_to_A,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,-125452380952.38184
BM3,operational,B1,clang_Os,B_to_A,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,-16464519.543227106
BM3,operational,B2,gcc_O2,B_to_A,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,1310535.7643384635
BM3,operational,B2,gcc_O3,B_to_A,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,-1172675.3383396566
BM3,operational,B2,gcc_Os,B_to_A,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,-770632.0603251755
BM3,operational,B2,clang_O2,B_to_A,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,-710712163789.6426
BM3,operational,B2,clang_O3,B_to_A,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,0.0
BM3,operational,B2,clang_Os,B_to_A,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,1574126.0847660303
BM3,operational,B3,gcc_O2,B_to_A,operational_rb_off,operational_rb_on,1,1,1,1,0.5740154641240336,0.0,-0.07080044869997182,-6633663.113511503
BM3,operational,B3,gcc_O3,B_to_A,operational_rb_off,operational_rb_on,1,1,1,1,0.5740154641240336,0.0,-0.07080044869997182,-2558712.700259298
BM3,operational,B3,gcc_Os,B_to_A,operational_rb_off,operational_rb_on,1,1,1,1,0.5740154641240336,0.0,-0.07080044869997182,-6464500.051703066
BM3,operational,B3,clang_O2,B_to_A,operational_rb_off,operational_rb_on,1,1,1,1,0.5740154641240336,0.0,-0.07080044869997182,-960673488372.0928
BM3,operational,B3,clang_O3,B_to_A,operational_rb_off,operational_rb_on,1,1,1,1,0.5740154641240336,0.0,-0.07080044869997182,771409150326.7979
BM3,operational,B3,clang_Os,B_to_A,operational_rb_off,operational_rb_on,1,1,1,1,0.5740154641240336,0.0,-0.07080044869997182,-711052.6995236874
BM3,operational,B4,gcc_O2,B_to_A,operational_rb_off,operational_rb_on,1,1,1,1,0.2165177677176393,0.675333520291655,-0.543497856656384,-9978947.60206002
BM3,operational,B4,gcc_O3,B_to_A,operational_rb_off,operational_rb_on,1,1,1,1,0.2165177677176393,0.675333520291655,-0.543497856656384,-12761758.295257837
BM3,operational,B4,gcc_Os,B_to_A,operational_rb_off,operational_rb_on,1,1,1,1,0.2165177677176393,0.675333520291655,-0.543497856656384,-8996646.630642474
BM3,operational,B4,clang_O2,B_to_A,operational_rb_off,operational_rb_on,1,1,1,1,0.2165177677176393,0.675333520291655,-0.543497856656384,236145658263.3047
BM3,operational,B4,clang_O3,B_to_A,operational_rb_off,operational_rb_on,1,1,1,1,0.2165177677176393,0.675333520291655,-0.543497856656384,557566137566.1367
BM3,operational,B4,clang_Os,B_to_A,operational_rb_off,operational_rb_on,1,1,1,1,0.2165177677176393,0.675333520291655,-0.543497856656384,-8219362.2839413285
BM3,operational,B5_TREE,gcc_O2,B_to_A,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-3662279.9531546533
BM3,operational,B5_TREE,gcc_O3,B_to_A,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-12195323.436894298
BM3,operational,B5_TREE,gcc_Os,B_to_A,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-3374639.24295789
BM3,operational,B5_TREE,clang_O2,B_to_A,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-1241851851851.8516
BM3,operational,B5_TREE,clang_O3,B_to_A,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-149022222222.22168
BM3,operational,B5_TREE,clang_Os,B_to_A,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,1422319.2643153071
BM3,operational,B5_DAG,gcc_O2,B_to_A,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-3072963.767815262
BM3,operational,B5_DAG,gcc_O3,B_to_A,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-12054411.36940819
BM3,operational,B5_DAG,gcc_Os,B_to_A,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,12479800.15952903
BM3,operational,B5_DAG,clang_O2,B_to_A,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,513154782608.6953
BM3,operational,B5_DAG,clang_O3,B_to_A,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-267268115942.02832
BM3,operational,B5_DAG,clang_Os,B_to_A,operational_rb_off,operational_rb_on,1,1,1,0,0.4835843916509752,0.0,0.35518408717599437,-12413620.705030411
BM3,operational,B1,gcc_O2,uniform,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,840234.1071001887
BM3,operational,B1,gcc_O3,uniform,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,-538584.0105147064
BM3,operational,B1,gcc_Os,uniform,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,-374717.07224315405
BM3,operational,B1,clang_O2,uniform,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,-1138754716981.1318
BM3,operational,B1,clang_O3,uniform,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,-142542995169.083
BM3,operational,B1,clang_Os,uniform,operational_rb_off,operational_rb_on,1,5,0,0,0.0,0.0,0.0,-26394327.71219796
BM3,operational,B2,gcc_O2,uniform,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,-343950.7828568816
BM3,operational,B2,gcc_O3,uniform,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,-2172605.428335935
BM3,operational,B2,gcc_Os,uniform,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,-2821593.5501903594
BM3,operational,B2,clang_O2,uniform,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,-1237873379099.9238
BM3,operational,B2,clang_O3,uniform,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,0.0
BM3,operational,B2,clang_Os,uniform,operational_rb_off,operational_rb_on,0,0,0,0,0.0,0.0,0.0,-3552617.1235893965
BM3,operational,B3,gcc_O2,uniform,operational_rb_off,operational_rb_on,1,1,1,1,0.717025664421282,0.0,-0.09215542965676793,-4781069.4101468325
BM3,operational,B3,gcc_O3,uniform,operational_rb_off,operational_rb_on,1,1,1,1,0.717025664421282,0.0,-0.09215542965676793,-5426968.659288049
BM3,operational,B3,gcc_Os,uniform,operational_rb_off,operational_rb_on,1,1,1,1,0.717025664421282,0.0,-0.09215542965676793,-6728978.301674724
BM3,operational,B3,clang_O2,uniform,operational_rb_off,operational_rb_on,1,1,1,1,0.717025664421282,0.0,-0.09215542965676793,882670085470.0859
BM3,operational,B3,clang_O3,uniform,operational_rb_off,operational_rb_on,1,1,1,1,0.717025664421282,0.0,-0.09215542965676793,-334034716981.13184
BM3,operational,B3,clang_Os,uniform,operational_rb_off,operational_rb_on,1,1,1,1,0.717025664421282,0.0,-0.09215542965676793,-5096924.488590658
BM3,operational,B4,gcc_O2,uniform,operational_rb_off,operational_rb_on,1,1,1,1,0.22767921568262306,1.1317902714479238,-0.6676846157785215,-3132213.879052907
BM3,operational,B4,gcc_O3,uniform,operational_rb_off,operational_rb_on,1,1,1,1,0.22767921568262306,1.1317902714479238,-0.6676846157785215,-4017092.703363031
BM3,operational,B4,gcc_Os,uniform,operational_rb_off,operational_rb_on,1,1,1,1,0.22767921568262306,1.1317902714479238,-0.6676846157785215,563301.8340993524
BM3,operational,B4,clang_O2,uniform,operational_rb_off,operational_rb_on,1,1,1,1,0.22767921568262306,1.1317902714479238,-0.6676846157785215,0.0
BM3,operational,B4,clang_O3,uniform,operational_rb_off,operational_rb_on,1,1,1,1,0.22767921568262306,1.1317902714479238,-0.6676846157785215,-130790780141.84375
BM3,operational,B4,clang_Os,uniform,operational_rb_off,operational_rb_on,1,1,1,1,0.22767921568262306,1.1317902714479238,-0.6676846157785215,-15129803.118548512
BM3,operational,B5_TREE,gcc_O2,uniform,operational_rb_off,operational_rb_on,1,1,1,0,0.36626150429912796,0.0,0.19081890592194983,-7012352.435071081
BM3,operational,B5_TREE,gcc_O3,uniform,operational_rb_off,operational_rb_on,1,1,1,0,0.36626150429912796,0.0,0.19081890592194983,-8534128.509505004
BM3,operational,B5_TREE,gcc_Os,uniform,operational_rb_off,operational_rb_on,1,1,1,0,0.36626150429912796,0.0,0.19081890592194983,-265238.11580455303
BM3,operational,B5_TREE,clang_O2,uniform,operational_rb_off,operational_rb_on,1,1,1,0,0.36626150429912796,0.0,0.19081890592194983,0.0
BM3,operational,B5_TREE,clang_O3,uniform,operational_rb_off,operational_rb_on,1,1,1,0,0.36626150429912796,0.0,0.19081890592194983,-603649754500.8184
BM3,operational,B5_TREE,clang_Os,uniform,operational_rb_off,operational_rb_on,1,1,1,0,0.36626150429912796,0.0,0.19081890592194983,1342656.7521606386
BM3,operational,B5_DAG,gcc_O2,uniform,operational_rb_off,operational_rb_on,1,1,1,0,0.36626150429912796,0.0,0.19081890592194983,-331424.29829216003
BM3,operational,B5_DAG,gcc_O3,uniform,operational_rb_off,operational_rb_on,1,1,1,0,0.36626150429912796,0.0,0.19081890592194983,-13878212.479361057
BM3,operational,B5_DAG,gcc_Os,uniform,operational_rb_off,operational_rb_on,1,1,1,0,0.36626150429912796,0.0,0.19081890592194983,20462080.254955143
BM3,operational,B5_DAG,clang_O2,uniform,operational_rb_off,operational_rb_on,1,1,1,0,0.36626150429912796,0.0,0.19081890592194983,771409150326.7979
BM3,operational,B5_DAG,clang_O3,uniform,operational_rb_off,operational_rb_on,1,1,1,0,0.36626150429912796,0.0,0.19081890592194983,-361598039215.6865
BM3,operational,B5_DAG,clang_Os,uniform,operational_rb_off,operational_rb_on,1,1,1,0,0.36626150429912796,0.0,0.19081890592194983,-6644262.612048268
BM3,fine,B1,gcc_O2,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,-11662650.659738332
BM3,fine,B1,gcc_O3,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,-7779105.348991007
BM3,fine,B1,gcc_Os,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,-4929345.799083501
BM3,fine,B1,clang_O2,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,-279020330969.2676
BM3,fine,B1,clang_O3,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,0.0
BM3,fine,B1,clang_Os,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,1280831.9032135308
BM3,fine,B2,gcc_O2,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,299561.9764688611
BM3,fine,B2,gcc_O3,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,-3099638.2380652726
BM3,fine,B2,gcc_Os,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,99478.64419856668
BM3,fine,B2,clang_O2,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,0.0
BM3,fine,B2,clang_O3,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,130790780141.84375
BM3,fine,B2,clang_Os,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,781408.8343876004
BM3,fine,B3,gcc_O2,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,3554294.25819543
BM3,fine,B3,gcc_O3,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,-354202.77461513877
BM3,fine,B3,gcc_Os,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,14212822.821804792
BM3,fine,B3,clang_O2,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,-655697777777.7783
BM3,fine,B3,clang_O3,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,347406593406.5928
BM3,fine,B3,clang_Os,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,1276892.9330658019
BM3,fine,B4,gcc_O2,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,-1413475.0055280328
BM3,fine,B4,gcc_O3,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,-288441.5667155683
BM3,fine,B4,gcc_Os,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,614642.0294510424
BM3,fine,B4,clang_O2,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,309507692307.6924
BM3,fine,B4,clang_O3,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,-149022222222.22168
BM3,fine,B4,clang_Os,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,-11573589.166109324
BM3,fine,B5_TREE,gcc_O2,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,2753033.189959377
BM3,fine,B5_TREE,gcc_O3,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,-6849694.147547543
BM3,fine,B5_TREE,gcc_Os,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,5785908.613510042
BM3,fine,B5_TREE,clang_O2,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,-267268115942.02832
BM3,fine,B5_TREE,clang_O3,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,-1529438596491.2285
BM3,fine,B5_TREE,clang_Os,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,6527254.745530158
BM3,fine,B5_DAG,gcc_O2,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,-1584270.4885198176
BM3,fine,B5_DAG,gcc_O3,same_A,fine,fine,0,0,0,0,0.0,0.0,0.0,6397465.429373413
