benchmark_id,granularity,semantic_label_mode,rollback_split_condition,method_id,compiler,compiler_id,opt_level,profile_condition,status,error_message,classifier_source_bytes,generated_classifier_source_size_bytes,generated_scanner_source_size_bytes,compiled_instruction_count,classifier_instruction_count,transition_instruction_count,binary_size_bytes
BM2,coarse,coarse,on,B4,gcc,gcc_O3,-O3,A_to_B,completed,,2275,2275,65186,60,60,8,49896
BM2,coarse,coarse,on,B4,gcc,gcc_Os,-Os,A_to_B,completed,,2275,2275,65186,43,43,7,49928
BM2,coarse,coarse,on,B4,clang,clang_O2,-O2,A_to_B,completed,,2275,2275,65186,41,41,8,49976
BM2,coarse,coarse,on,B4,clang,clang_O3,-O3,A_to_B,completed,,2275,2275,65186,41,41,8,49976
BM2,coarse,coarse,on,B4,clang,clang_Os,-Os,A_to_B,completed,,2275,2275,65186,41,41,6,49968
BM2,coarse,coarse,on,B5_TREE,gcc,gcc_O2,-O2,A_to_B,completed,,3413,3413,67661,57,57,8,49968
BM2,coarse,coarse,on,B5_TREE,gcc,gcc_O3,-O3,A_to_B,completed,,3413,3413,67661,57,57,8,49896
BM2,coarse,coarse,on,B5_TREE,gcc,gcc_Os,-Os,A_to_B,completed,,3413,3413,67661,47,47,7,49928
BM2,coarse,coarse,on,B5_TREE,clang,clang_O2,-O2,A_to_B,completed,,3413,3413,67661,47,47,8,49976
BM2,coarse,coarse,on,B5_TREE,clang,clang_O3,-O3,A_to_B,completed,,3413,3413,67661,47,47,8,49976
BM2,coarse,coarse,on,B5_TREE,clang,clang_Os,-Os,A_to_B,completed,,3413,3413,67661,47,47,6,49968
BM2,coarse,coarse,on,B5_DAG,gcc,gcc_O2,-O2,A_to_B,completed,,3546,3546,67797,4,4,8,50464
BM2,coarse,coarse,on,B5_DAG,gcc,gcc_O3,-O3,A_to_B,completed,,3546,3546,67797,4,4,8,50392
BM2,coarse,coarse,on,B5_DAG,gcc,gcc_Os,-Os,A_to_B,completed,,3546,3546,67797,1,1,7,50424
BM2,coarse,coarse,on,B5_DAG,clang,clang_O2,-O2,A_to_B,completed,,3546,3546,67797,3,3,8,50472
BM2,coarse,coarse,on,B5_DAG,clang,clang_O3,-O3,A_to_B,completed,,3546,3546,67797,3,3,8,50472
BM2,coarse,coarse,on,B5_DAG,clang,clang_Os,-Os,A_to_B,completed,,3546,3546,67797,1,1,6,50464
BM2,coarse,coarse,on,B1,gcc,gcc_O2,-O2,B_to_A,completed,,2146,2146,66393,5,5,8,50008
BM2,coarse,coarse,on,B1,gcc,gcc_O3,-O3,B_to_A,completed,,2146,2146,66393,5,5,8,49936
BM2,coarse,coarse,on,B1,gcc,gcc_Os,-Os,B_to_A,completed,,2146,2146,66393,4,4,7,49968
BM2,coarse,coarse,on,B1,clang,clang_O2,-O2,B_to_A,completed,,2146,2146,66393,4,4,8,49968
BM2,coarse,coarse,on,B1,clang,clang_O3,-O3,B_to_A,completed,,2146,2146,66393,4,4,8,49968
BM2,coarse,coarse,on,B1,clang,clang_Os,-Os,B_to_A,completed,,2146,2146,66393,4,4,6,45872
BM2,coarse,coarse,on,B2,gcc,gcc_O2,-O2,B_to_A,completed,,1551,1551,78014,5,5,8,50008
BM2,coarse,coarse,on,B2,gcc,gcc_O3,-O3,B_to_A,completed,,1551,1551,78014,5,5,8,49936
BM2,coarse,coarse,on,B2,gcc,gcc_Os,-Os,B_to_A,completed,,1551,1551,78014,4,4,7,49968
BM2,coarse,coarse,on,B2,clang,clang_O2,-O2,B_to_A,completed,,1551,1551,78014,4,4,8,49936
BM2,coarse,coarse,on,B2,clang,clang_O3,-O3,B_to_A,completed,,1551,1551,78014,4,4,8,49936
BM2,coarse,coarse,on,B2,clang,clang_Os,-Os,B_to_A,completed,,1551,1551,78014,4,4,6,45832
BM2,coarse,coarse,on,B3,gcc,gcc_O2,-O2,B_to_A,completed,,2277,2277,77762,57,57,8,49968
BM2,coarse,coarse,on,B3,gcc,gcc_O3,-O3,B_to_A,completed,,2277,2277,77762,57,57,8,49896
BM2,coarse,coarse,on,B3,gcc,gcc_Os,-Os,B_to_A,completed,,2277,2277,77762,44,44,7,49928
BM2,coarse,coarse,on,B3,clang,clang_O2,-O2,B_to_A,completed,,2277,2277,77762,40,40,8,49936
BM2,coarse,coarse,on,B3,clang,clang_O3,-O3,B_to_A,completed,,2277,2277,77762,40,40,8,49936
BM2,coarse,coarse,on,B3,clang,clang_Os,-Os,B_to_A,completed,,2277,2277,77762,40,40,6,49936
BM2,coarse,coarse,on,B4,gcc,gcc_O2,-O2,B_to_A,completed,,2276,2276,65282,60,60,8,49968
BM2,coarse,coarse,on,B4,gcc,gcc_O3,-O3,B_to_A,completed,,2276,2276,65282,60,60,8,49896
BM2,coarse,coarse,on,B4,gcc,gcc_Os,-Os,B_to_A,completed,,2276,2276,65282,43,43,7,49928
BM2,coarse,coarse,on,B4,clang,clang_O2,-O2,B_to_A,completed,,2276,2276,65282,42,42,8,49976
BM2,coarse,coarse,on,B4,clang,clang_O3,-O3,B_to_A,completed,,2276,2276,65282,42,42,8,49976
BM2,coarse,coarse,on,B4,clang,clang_Os,-Os,B_to_A,completed,,2276,2276,65282,42,42,6,49968
BM2,coarse,coarse,on,B5_TREE,gcc,gcc_O2,-O2,B_to_A,completed,,3413,3413,67661,57,57,8,49968
BM2,coarse,coarse,on,B5_TREE,gcc,gcc_O3,-O3,B_to_A,completed,,3413,3413,67661,57,57,8,49896
BM2,coarse,coarse,on,B5_TREE,gcc,gcc_Os,-Os,B_to_A,completed,,3413,3413,67661,47,47,7,49928
BM2,coarse,coarse,on,B5_TREE,clang,clang_O2,-O2,B_to_A,completed,,3413,3413,67661,47,47,8,49976
BM2,coarse,coarse,on,B5_TREE,clang,clang_O3,-O3,B_to_A,completed,,3413,3413,67661,47,47,8,49976
BM2,coarse,coarse,on,B5_TREE,clang,clang_Os,-Os,B_to_A,completed,,3413,3413,67661,47,47,6,49968
BM2,coarse,coarse,on,B5_DAG,gcc,gcc_O2,-O2,B_to_A,completed,,3546,3546,67797,4,4,8,50464
BM2,coarse,coarse,on,B5_DAG,gcc,gcc_O3,-O3,B_to_A,completed,,3546,3546,67797,4,4,8,50392
BM2,coarse,coarse,on,B5_DAG,gcc,gcc_Os,-Os,B_to_A,completed,,3546,3546,67797,1,1,7,50424
BM2,coarse,coarse,on,B5_DAG,clang,clang_O2,-O2,B_to_A,completed,,3546,3546,67797,3,3,8,50472
BM2,coarse,coarse,on,B5_DAG,clang,clang_O3,-O3,B_to_A,completed,,3546,3546,67797,3,3,8,50472
BM2,coarse,coarse,on,B5_DAG,clang,clang_Os,-Os,B_to_A,completed,,3546,3546,67797,1,1,6,50464
BM2,coarse,coarse,on,B1,gcc,gcc_O2,-O2,uniform,completed,,2146,2146,66393,5,5,8,50008
BM2,coarse,coarse,on,B1,gcc,gcc_O3,-O3,uniform,completed,,2146,2146,66393,5,5,8,49936
BM2,coarse,coarse,on,B1,gcc,gcc_Os,-Os,uniform,completed,,2146,2146,66393,4,4,7,49968
BM2,coarse,coarse,on,B1,clang,clang_O2,-O2,uniform,completed,,2146,2146,66393,4,4,8,49968
BM2,coarse,coarse,on,B1,clang,clang_O3,-O3,uniform,completed,,2146,2146,66393,4,4,8,49968
BM2,coarse,coarse,on,B1,clang,clang_Os,-Os,uniform,completed,,2146,2146,66393,4,4,6,45872
BM2,coarse,coarse,on,B2,gcc,gcc_O2,-O2,uniform,completed,,1551,1551,78014,5,5,8,50008
BM2,coarse,coarse,on,B2,gcc,gcc_O3,-O3,uniform,completed,,1551,1551,78014,5,5,8,49936
BM2,coarse,coarse,on,B2,gcc,gcc_Os,-Os,uniform,completed,,1551,1551,78014,4,4,7,49968
BM2,coarse,coarse,on,B2,clang,clang_O2,-O2,uniform,completed,,1551,1551,78014,4,4,8,49936
BM2,coarse,coarse,on,B2,clang,clang_O3,-O3,uniform,completed,,1551,1551,78014,4,4,8,49936
BM2,coarse,coarse,on,B2,clang,clang_Os,-Os,uniform,completed,,1551,1551,78014,4,4,6,45832
BM2,coarse,coarse,on,B3,gcc,gcc_O2,-O2,uniform,completed,,2277,2277,77762,57,57,8,49968
BM2,coarse,coarse,on,B3,gcc,gcc_O3,-O3,uniform,completed,,2277,2277,77762,57,57,8,49896
BM2,coarse,coarse,on,B3,gcc,gcc_Os,-Os,uniform,completed,,2277,2277,77762,44,44,7,49928
BM2,coarse,coarse,on,B3,clang,clang_O2,-O2,uniform,completed,,2277,2277,77762,40,40,8,49936
BM2,coarse,coarse,on,B3,clang,clang_O3,-O3,uniform,completed,,2277,2277,77762,40,40,8,49936
BM2,coarse,coarse,on,B3,clang,clang_Os,-Os,uniform,completed,,2277,2277,77762,40,40,6,49936
BM2,coarse,coarse,on,B4,gcc,gcc_O2,-O2,uniform,completed,,2275,2275,65186,60,60,8,49968
BM2,coarse,coarse,on,B4,gcc,gcc_O3,-O3,uniform,completed,,2275,2275,65186,60,60,8,49896
BM2,coarse,coarse,on,B4,gcc,gcc_Os,-Os,uniform,completed,,2275,2275,65186,43,43,7,49928
BM2,coarse,coarse,on,B4,clang,clang_O2,-O2,uniform,completed,,2275,2275,65186,41,41,8,49976
BM2,coarse,coarse,on,B4,clang,clang_O3,-O3,uniform,completed,,2275,2275,65186,41,41,8,49976
BM2,coarse,coarse,on,B4,clang,clang_Os,-Os,uniform,completed,,2275,2275,65186,41,41,6,49968
BM2,coarse,coarse,on,B5_TREE,gcc,gcc_O2,-O2,uniform,completed,,3413,3413,67661,57,57,8,49968
BM2,coarse,coarse,on,B5_TREE,gcc,gcc_O3,-O3,uniform,completed,,3413,3413,67661,57,57,8,49896
BM2,coarse,coarse,on,B5_TREE,gcc,gcc_Os,-Os,uniform,completed,,3413,3413,67661,47,47,7,49928
BM2,coarse,coarse,on,B5_TREE,clang,clang_O2,-O2,uniform,completed,,3413,3413,67661,47,47,8,49976
BM2,coarse,coarse,on,B5_TREE,clang,clang_O3,-O3,uniform,completed,,3413,3413,67661,47,47,8,49976
BM2,coarse,coarse,on,B5_TREE,clang,clang_Os,-Os,uniform,completed,,3413,3413,67661,47,47,6,49968
BM2,coarse,coarse,on,B5_DAG,gcc,gcc_O2,-O2,uniform,completed,,3546,3546,67797,4,4,8,50464
BM2,coarse,coarse,on,B5_DAG,gcc,gcc_O3,-O3,uniform,completed,,3546,3546,67797,4,4,8,50392
BM2,coarse,coarse,on,B5_DAG,gcc,gcc_Os,-Os,uniform,completed,,3546,3546,67797,1,1,7,50424
BM2,coarse,coarse,on,B5_DAG,clang,clang_O2,-O2,uniform,completed,,3546,3546,67797,3,3,8,50472
BM2,coarse,coarse,on,B5_DAG,clang,clang_O3,-O3,uniform,completed,,3546,3546,67797,3,3,8,50472
BM2,coarse,coarse,on,B5_DAG,clang,clang_Os,-Os,uniform,completed,,3546,3546,67797,1,1,6,50464
BM2,operational,operational_rb_off,off,B1,gcc,gcc_O2,-O2,same_A,completed,,1888,1888,66140,5,5,8,50008
BM2,operational,operational_rb_off,off,B1,gcc,gcc_O3,-O3,same_A,completed,,1888,1888,66140,5,5,8,49936
BM2,operational,operational_rb_off,off,B1,gcc,gcc_Os,-Os,same_A,completed,,1888,1888,66140,4,4,7,49968
BM2,operational,operational_rb_off,off,B1,clang,clang_O2,-O2,same_A,completed,,1888,1888,66140,4,4,8,49936
BM2,operational,operational_rb_off,off,B1,clang,clang_O3,-O3,same_A,completed,,1888,1888,66140,4,4,8,49936
BM2,operational,operational_rb_off,off,B1,clang,clang_Os,-Os,same_A,completed,,1888,1888,66140,4,4,6,45832
BM2,operational,operational_rb_off,off,B2,gcc,gcc_O2,-O2,same_A,completed,,1551,1551,78019,5,5,8,50008
BM2,operational,operational_rb_off,off,B2,gcc,gcc_O3,-O3,same_A,completed,,1551,1551,78019,5,5,8,49936
BM2,operational,operational_rb_off,off,B2,gcc,gcc_Os,-Os,same_A,completed,,1551,1551,78019,4,4,7,49968
BM2,operational,operational_rb_off,off,B2,clang,clang_O2,-O2,same_A,completed,,1551,1551,78019,4,4,8,49936
BM2,operational,operational_rb_off,off,B2,clang,clang_O3,-O3,same_A,completed,,1551,1551,78019,4,4,8,49936
BM2,operational,operational_rb_off,off,B2,clang,clang_Os,-Os,same_A,completed,,1551,1551,78019,4,4,6,45832
BM2,operational,operational_rb_off,off,B3,gcc,gcc_O2,-O2,same_A,completed,,1807,1807,77234,26,26,8,49968
BM2,operational,operational_rb_off,off,B3,gcc,gcc_O3,-O3,same_A,completed,,1807,1807,77234,26,26,8,49896
BM2,operational,operational_rb_off,off,B3,gcc,gcc_Os,-Os,same_A,completed,,1807,1807,77234,20,20,7,49928
BM2,operational,operational_rb_off,off,B3,clang,clang_O2,-O2,same_A,completed,,1807,1807,77234,17,17,8,49936
BM2,operational,operational_rb_off,off,B3,clang,clang_O3,-O3,same_A,completed,,1807,1807,77234,17,17,8,49936
BM2,operational,operational_rb_off,off,B3,clang,clang_Os,-Os,same_A,completed,,1807,1807,77234,17,17,6,49936
BM2,operational,operational_rb_off,off,B4,gcc,gcc_O2,-O2,same_A,completed,,1807,1807,77227,26,26,8,49968
BM2,operational,operational_rb_off,off,B4,gcc,gcc_O3,-O3,same_A,completed,,1807,1807,77227,26,26,8,49896
BM2,operational,operational_rb_off,off,B4,gcc,gcc_Os,-Os,same_A,completed,,1807,1807,77227,20,20,7,49928
BM2,operational,operational_rb_off,off,B4,clang,clang_O2,-O2,same_A,completed,,1807,1807,77227,17,17,8,49936
BM2,operational,operational_rb_off,off,B4,clang,clang_O3,-O3,same_A,completed,,1807,1807,77227,17,17,8,49936
BM2,operational,operational_rb_off,off,B4,clang,clang_Os,-Os,same_A,completed,,1807,1807,77227,17,17,6,49936
BM2,operational,operational_rb_off,off,B5_TREE,gcc,gcc_O2,-O2,same_A,completed,,2212,2212,66465,26,26,8,49968
BM2,operational,operational_rb_off,off,B5_TREE,gcc,gcc_O3,-O3,same_A,completed,,2212,2212,66465,26,26,8,49896
BM2,operational,operational_rb_off,off,B5_TREE,gcc,gcc_Os,-Os,same_A,completed,,2212,2212,66465,20,20,7,49928
BM2,operational,operational_rb_off,off,B5_TREE,clang,clang_O2,-O2,same_A,completed,,2212,2212,66465,21,21,8,49936
BM2,operational,operational_rb_off,off,B5_TREE,clang,clang_O3,-O3,same_A,completed,,2212,2212,66465,21,21,8,49936
BM2,operational,operational_rb_off,off,B5_TREE,clang,clang_Os,-Os,same_A,completed,,2212,2212,66465,21,21,6,49936
BM2,operational,operational_rb_off,off,B5_DAG,gcc,gcc_O2,-O2,same_A,completed,,2345,2345,66601,4,4,8,50176
BM2,operational,operational_rb_off,off,B5_DAG,gcc,gcc_O3,-O3,same_A,completed,,2345,2345,66601,4,4,8,50112
BM2,operational,operational_rb_off,off,B5_DAG,gcc,gcc_Os,-Os,same_A,completed,,2345,2345,66601,1,1,7,50136
BM2,operational,operational_rb_off,off,B5_DAG,clang,clang_O2,-O2,same_A,completed,,2345,2345,66601,3,3,8,50152
BM2,operational,operational_rb_off,off,B5_DAG,clang,clang_O3,-O3,same_A,completed,,2345,2345,66601,3,3,8,50152
BM2,operational,operational_rb_off,off,B5_DAG,clang,clang_Os,-Os,same_A,completed,,2345,2345,66601,1,1,6,50144
BM2,operational,operational_rb_off,off,B1,gcc,gcc_O2,-O2,same_B,completed,,1888,1888,66140,5,5,8,50008
BM2,operational,operational_rb_off,off,B1,gcc,gcc_O3,-O3,same_B,completed,,1888,1888,66140,5,5,8,49936
BM2,operational,operational_rb_off,off,B1,gcc,gcc_Os,-Os,same_B,completed,,1888,1888,66140,4,4,7,49968
BM2,operational,operational_rb_off,off,B1,clang,clang_O2,-O2,same_B,completed,,1888,1888,66140,4,4,8,49936
BM2,operational,operational_rb_off,off,B1,clang,clang_O3,-O3,same_B,completed,,1888,1888,66140,4,4,8,49936
BM2,operational,operational_rb_off,off,B1,clang,clang_Os,-Os,same_B,completed,,1888,1888,66140,4,4,6,45832
BM2,operational,operational_rb_off,off,B2,gcc,gcc_O2,-O2,same_B,completed,,1551,1551,78019,5,5,8,50008
BM2,operational,operational_rb_off,off,B2,gcc,gcc_O3,-O3,same_B,completed,,1551,1551,78019,5,5,8,49936
BM2,operational,operational_rb_off,off,B2,gcc,gcc_Os,-Os,same_B,completed,,1551,1551,78019,4,4,7,49968
BM2,operational,operational_rb_off,off,B2,clang,clang_O2,-O2,same_B,completed,,1551,1551,78019,4,4,8,49936
BM2,operational,operational_rb_off,off,B2,clang,clang_O3,-O3,same_B,completed,,1551,1551,78019,4,4,8,49936
BM2,operational,operational_rb_off,off,B2,clang,clang_Os,-Os,same_B,completed,,1551,1551,78019,4,4,6,45832
BM2,operational,operational_rb_off,off,B3,gcc,gcc_O2,-O2,same_B,completed,,1807,1807,77234,26,26,8,49968
BM2,operational,operational_rb_off,off,B3,gcc,gcc_O3,-O3,same_B,completed,,1807,1807,77234,26,26,8,49896
BM2,operational,operational_rb_off,off,B3,gcc,gcc_Os,-Os,same_B,completed,,1807,1807,77234,20,20,7,49928
BM2,operational,operational_rb_off,off,B3,clang,clang_O2,-O2,same_B,completed,,1807,1807,77234,17,17,8,49936
BM2,operational,operational_rb_off,off,B3,clang,clang_O3,-O3,same_B,completed,,1807,1807,77234,17,17,8,49936
BM2,operational,operational_rb_off,off,B3,clang,clang_Os,-Os,same_B,completed,,1807,1807,77234,17,17,6,49936
BM2,operational,operational_rb_off,off,B4,gcc,gcc_O2,-O2,same_B,completed,,1807,1807,77227,26,26,8,49968
BM2,operational,operational_rb_off,off,B4,gcc,gcc_O3,-O3,same_B,completed,,1807,1807,77227,26,26,8,49896
BM2,operational,operational_rb_off,off,B4,gcc,gcc_Os,-Os,same_B,completed,,1807,1807,77227,20,20,7,49928
BM2,operational,operational_rb_off,off,B4,clang,clang_O2,-O2,same_B,completed,,1807,1807,77227,17,17,8,49936
BM2,operational,operational_rb_off,off,B4,clang,clang_O3,-O3,same_B,completed,,1807,1807,77227,17,17,8,49936
BM2,operational,operational_rb_off,off,B4,clang,clang_Os,-Os,same_B,completed,,1807,1807,77227,17,17,6,49936
BM2,operational,operational_rb_off,off,B5_TREE,gcc,gcc_O2,-O2,same_B,completed,,2212,2212,66465,26,26,8,49968
BM2,operational,operational_rb_off,off,B5_TREE,gcc,gcc_O3,-O3,same_B,completed,,2212,2212,66465,26,26,8,49896
BM2,operational,operational_rb_off,off,B5_TREE,gcc,gcc_Os,-Os,same_B,completed,,2212,2212,66465,20,20,7,49928
BM2,operational,operational_rb_off,off,B5_TREE,clang,clang_O2,-O2,same_B,completed,,2212,2212,66465,21,21,8,49936
BM2,operational,operational_rb_off,off,B5_TREE,clang,clang_O3,-O3,same_B,completed,,2212,2212,66465,21,21,8,49936
BM2,operational,operational_rb_off,off,B5_TREE,clang,clang_Os,-Os,same_B,completed,,2212,2212,66465,21,21,6,49936
BM2,operational,operational_rb_off,off,B5_DAG,gcc,gcc_O2,-O2,same_B,completed,,2345,2345,66601,4,4,8,50176
BM2,operational,operational_rb_off,off,B5_DAG,gcc,gcc_O3,-O3,same_B,completed,,2345,2345,66601,4,4,8,50112
BM2,operational,operational_rb_off,off,B5_DAG,gcc,gcc_Os,-Os,same_B,completed,,2345,2345,66601,1,1,7,50136
BM2,operational,operational_rb_off,off,B5_DAG,clang,clang_O2,-O2,same_B,completed,,2345,2345,66601,3,3,8,50152
BM2,operational,operational_rb_off,off,B5_DAG,clang,clang_O3,-O3,same_B,completed,,2345,2345,66601,3,3,8,50152
BM2,operational,operational_rb_off,off,B5_DAG,clang,clang_Os,-Os,same_B,completed,,2345,2345,66601,1,1,6,50144
BM2,operational,operational_rb_off,off,B1,gcc,gcc_O2,-O2,A_to_B,completed,,1888,1888,66140,5,5,8,50008
BM2,operational,operational_rb_off,off,B1,gcc,gcc_O3,-O3,A_to_B,completed,,1888,1888,66140,5,5,8,49936
BM2,operational,operational_rb_off,off,B1,gcc,gcc_Os,-Os,A_to_B,completed,,1888,1888,66140,4,4,7,49968
BM2,operational,operational_rb_off,off,B1,clang,clang_O2,-O2,A_to_B,completed,,1888,1888,66140,4,4,8,49936
BM2,operational,operational_rb_off,off,B1,clang,clang_O3,-O3,A_to_B,completed,,1888,1888,66140,4,4,8,49936
BM2,operational,operational_rb_off,off,B1,clang,clang_Os,-Os,A_to_B,completed,,1888,1888,66140,4,4,6,45832
BM2,operational,operational_rb_off,off,B2,gcc,gcc_O2,-O2,A_to_B,completed,,1551,1551,78019,5,5,8,50008
BM2,operational,operational_rb_off,off,B2,gcc,gcc_O3,-O3,A_to_B,completed,,1551,1551,78019,5,5,8,49936
BM2,operational,operational_rb_off,off,B2,gcc,gcc_Os,-Os,A_to_B,completed,,1551,1551,78019,4,4,7,49968
BM2,operational,operational_rb_off,off,B2,clang,clang_O2,-O2,A_to_B,completed,,1551,1551,78019,4,4,8,49936
BM2,operational,operational_rb_off,off,B2,clang,clang_O3,-O3,A_to_B,completed,,1551,1551,78019,4,4,8,49936
BM2,operational,operational_rb_off,off,B2,clang,clang_Os,-Os,A_to_B,completed,,1551,1551,78019,4,4,6,45832
BM2,operational,operational_rb_off,off,B3,gcc,gcc_O2,-O2,A_to_B,completed,,1807,1807,77234,26,26,8,49968
BM2,operational,operational_rb_off,off,B3,gcc,gcc_O3,-O3,A_to_B,completed,,1807,1807,77234,26,26,8,49896
BM2,operational,operational_rb_off,off,B3,gcc,gcc_Os,-Os,A_to_B,completed,,1807,1807,77234,20,20,7,49928
BM2,operational,operational_rb_off,off,B3,clang,clang_O2,-O2,A_to_B,completed,,1807,1807,77234,17,17,8,49936
BM2,operational,operational_rb_off,off,B3,clang,clang_O3,-O3,A_to_B,completed,,1807,1807,77234,17,17,8,49936
BM2,operational,operational_rb_off,off,B3,clang,clang_Os,-Os,A_to_B,completed,,1807,1807,77234,17,17,6,49936
BM2,operational,operational_rb_off,off,B4,gcc,gcc_O2,-O2,A_to_B,completed,,1807,1807,77227,26,26,8,49968
BM2,operational,operational_rb_off,off,B4,gcc,gcc_O3,-O3,A_to_B,completed,,1807,1807,77227,26,26,8,49896
BM2,operational,operational_rb_off,off,B4,gcc,gcc_Os,-Os,A_to_B,completed,,1807,1807,77227,20,20,7,49928
BM2,operational,operational_rb_off,off,B4,clang,clang_O2,-O2,A_to_B,completed,,1807,1807,77227,17,17,8,49936
BM2,operational,operational_rb_off,off,B4,clang,clang_O3,-O3,A_to_B,completed,,1807,1807,77227,17,17,8,49936
BM2,operational,operational_rb_off,off,B4,clang,clang_Os,-Os,A_to_B,completed,,1807,1807,77227,17,17,6,49936
BM2,operational,operational_rb_off,off,B5_TREE,gcc,gcc_O2,-O2,A_to_B,completed,,2212,2212,66465,26,26,8,49968
BM2,operational,operational_rb_off,off,B5_TREE,gcc,gcc_O3,-O3,A_to_B,completed,,2212,2212,66465,26,26,8,49896
BM2,operational,operational_rb_off,off,B5_TREE,gcc,gcc_Os,-Os,A_to_B,completed,,2212,2212,66465,20,20,7,49928
BM2,operational,operational_rb_off,off,B5_TREE,clang,clang_O2,-O2,A_to_B,completed,,2212,2212,66465,21,21,8,49936
BM2,operational,operational_rb_off,off,B5_TREE,clang,clang_O3,-O3,A_to_B,completed,,2212,2212,66465,21,21,8,49936
BM2,operational,operational_rb_off,off,B5_TREE,clang,clang_Os,-Os,A_to_B,completed,,2212,2212,66465,21,21,6,49936
BM2,operational,operational_rb_off,off,B5_DAG,gcc,gcc_O2,-O2,A_to_B,completed,,2345,2345,66601,4,4,8,50176
BM2,operational,operational_rb_off,off,B5_DAG,gcc,gcc_O3,-O3,A_to_B,completed,,2345,2345,66601,4,4,8,50112
BM2,operational,operational_rb_off,off,B5_DAG,gcc,gcc_Os,-Os,A_to_B,completed,,2345,2345,66601,1,1,7,50136
BM2,operational,operational_rb_off,off,B5_DAG,clang,clang_O2,-O2,A_to_B,completed,,2345,2345,66601,3,3,8,50152
BM2,operational,operational_rb_off,off,B5_DAG,clang,clang_O3,-O3,A_to_B,completed,,2345,2345,66601,3,3,8,50152
BM2,operational,operational_rb_off,off,B5_DAG,clang,clang_Os,-Os,A_to_B,completed,,2345,2345,66601,1,1,6,50144
BM2,operational,operational_rb_off,off,B1,gcc,gcc_O2,-O2,B_to_A,completed,,1888,1888,66140,5,5,8,50008
BM2,operational,operational_rb_off,off,B1,gcc,gcc_O3,-O3,B_to_A,completed,,1888,1888,66140,5,5,8,49936
BM2,operational,operational_rb_off,off,B1,gcc,gcc_Os,-Os,B_to_A,completed,,1888,1888,66140,4,4,7,49968
BM2,operational,operational_rb_off,off,B1,clang,clang_O2,-O2,B_to_A,completed,,1888,1888,66140,4,4,8,49936
BM2,operational,operational_rb_off,off,B1,clang,clang_O3,-O3,B_to_A,completed,,1888,1888,66140,4,4,8,49936
BM2,operational,operational_rb_off,off,B1,clang,clang_Os,-Os,B_to_A,completed,,1888,1888,66140,4,4,6,45832
BM2,operational,operational_rb_off,off,B2,gcc,gcc_O2,-O2,B_to_A,completed,,1551,1551,78019,5,5,8,50008
BM2,operational,operational_rb_off,off,B2,gcc,gcc_O3,-O3,B_to_A,completed,,1551,1551,78019,5,5,8,49936
BM2,operational,operational_rb_off,off,B2,gcc,gcc_Os,-Os,B_to_A,completed,,1551,1551,78019,4,4,7,49968
BM2,operational,operational_rb_off,off,B2,clang,clang_O2,-O2,B_to_A,completed,,1551,1551,78019,4,4,8,49936
BM2,operational,operational_rb_off,off,B2,clang,clang_O3,-O3,B_to_A,completed,,1551,1551,78019,4,4,8,49936
BM2,operational,operational_rb_off,off,B2,clang,clang_Os,-Os,B_to_A,completed,,1551,1551,78019,4,4,6,45832
BM2,operational,operational_rb_off,off,B3,gcc,gcc_O2,-O2,B_to_A,completed,,1807,1807,77234,26,26,8,49968
BM2,operational,operational_rb_off,off,B3,gcc,gcc_O3,-O3,B_to_A,completed,,1807,1807,77234,26,26,8,49896
BM2,operational,operational_rb_off,off,B3,gcc,gcc_Os,-Os,B_to_A,completed,,1807,1807,77234,20,20,7,49928
BM2,operational,operational_rb_off,off,B3,clang,clang_O2,-O2,B_to_A,completed,,1807,1807,77234,17,17,8,49936
BM2,operational,operational_rb_off,off,B3,clang,clang_O3,-O3,B_to_A,completed,,1807,1807,77234,17,17,8,49936
BM2,operational,operational_rb_off,off,B3,clang,clang_Os,-Os,B_to_A,completed,,1807,1807,77234,17,17,6,49936
BM2,operational,operational_rb_off,off,B4,gcc,gcc_O2,-O2,B_to_A,completed,,1807,1807,77227,26,26,8,49968
BM2,operational,operational_rb_off,off,B4,gcc,gcc_O3,-O3,B_to_A,completed,,1807,1807,77227,26,26,8,49896
BM2,operational,operational_rb_off,off,B4,gcc,gcc_Os,-Os,B_to_A,completed,,1807,1807,77227,20,20,7,49928
BM2,operational,operational_rb_off,off,B4,clang,clang_O2,-O2,B_to_A,completed,,1807,1807,77227,17,17,8,49936
BM2,operational,operational_rb_off,off,B4,clang,clang_O3,-O3,B_to_A,completed,,1807,1807,77227,17,17,8,49936
BM2,operational,operational_rb_off,off,B4,clang,clang_Os,-Os,B_to_A,completed,,1807,1807,77227,17,17,6,49936
BM2,operational,operational_rb_off,off,B5_TREE,gcc,gcc_O2,-O2,B_to_A,completed,,2212,2212,66465,26,26,8,49968
BM2,operational,operational_rb_off,off,B5_TREE,gcc,gcc_O3,-O3,B_to_A,completed,,2212,2212,66465,26,26,8,49896
BM2,operational,operational_rb_off,off,B5_TREE,gcc,gcc_Os,-Os,B_to_A,completed,,2212,2212,66465,20,20,7,49928
BM2,operational,operational_rb_off,off,B5_TREE,clang,clang_O2,-O2,B_to_A,completed,,2212,2212,66465,21,21,8,49936
BM2,operational,operational_rb_off,off,B5_TREE,clang,clang_O3,-O3,B_to_A,completed,,2212,2212,66465,21,21,8,49936
