benchmark_id,granularity,semantic_label_mode,rollback_split_condition,method_id,compiler,compiler_id,opt_level,profile_source,profile_condition,profile_scenario,eval_source,status,error_message,throughput_bytes_per_sec,avg_semantic_comparisons_per_visited_state
BM2,fine,fine,off,B4,clang,clang_O3,-O3,uniform,uniform,uniform,A,completed,,6667916666666.667,3.6315221818137164
BM2,fine,fine,off,B4,clang,clang_Os,-Os,uniform,uniform,uniform,A,completed,,173361874.90385637,3.6315221818137164
BM2,fine,fine,on,B3,gcc,gcc_O2,-O2,A,same_A,same_A,A,completed,,114956895.65379176,26.67423831558611
BM2,fine,fine,on,B3,gcc,gcc_O3,-O3,A,same_A,same_A,A,completed,,129413068.10784233,26.67423831558611
BM2,fine,fine,on,B3,gcc,gcc_Os,-Os,A,same_A,same_A,A,completed,,117447133.92811601,26.67423831558611
BM2,fine,fine,on,B3,clang,clang_O2,-O2,A,same_A,same_A,A,completed,,7274090909090.909,26.67423831558611
BM2,fine,fine,on,B3,clang,clang_O3,-O3,A,same_A,same_A,A,completed,,7806341463414.634,26.67423831558611
BM2,fine,fine,on,B3,clang,clang_Os,-Os,A,same_A,same_A,A,completed,,116781066.33234623,26.67423831558611
BM2,fine,fine,on,B4,gcc,gcc_O2,-O2,A,same_A,same_A,A,completed,,178190359.59311178,3.631571299637142
BM2,fine,fine,on,B4,gcc,gcc_O3,-O3,A,same_A,same_A,A,completed,,227574756.7361943,3.631571299637142
BM2,fine,fine,on,B4,gcc,gcc_Os,-Os,A,same_A,same_A,A,completed,,186303551.50240198,3.631571299637142
BM2,fine,fine,on,B4,clang,clang_O2,-O2,A,same_A,same_A,A,completed,,6155000000000.0,3.631571299637142
BM2,fine,fine,on,B4,clang,clang_O3,-O3,A,same_A,same_A,A,completed,,7112444444444.444,3.631571299637142
BM2,fine,fine,on,B4,clang,clang_Os,-Os,A,same_A,same_A,A,completed,,174692081.0550297,3.631571299637142
BM2,fine,fine,on,B3,gcc,gcc_O2,-O2,B,same_B,same_B,B,completed,,124388011.21577848,25.35671022498947
BM2,fine,fine,on,B3,gcc,gcc_O3,-O3,B,same_B,same_B,B,completed,,140770352.4536644,25.35671022498947
BM2,fine,fine,on,B3,gcc,gcc_Os,-Os,B,same_B,same_B,B,completed,,127324746.39026959,25.35671022498947
BM2,fine,fine,on,B3,clang,clang_O2,-O2,B,same_B,same_B,B,completed,,6223466666666.667,25.35671022498947
BM2,fine,fine,on,B3,clang,clang_O3,-O3,B,same_B,same_B,B,completed,,6223466666666.667,25.35671022498947
BM2,fine,fine,on,B3,clang,clang_Os,-Os,B,same_B,same_B,B,completed,,127469454.41238318,25.35671022498947
BM2,fine,fine,on,B4,gcc,gcc_O2,-O2,B,same_B,same_B,B,completed,,195489970.92668146,3.6350566225919057
BM2,fine,fine,on,B4,gcc,gcc_O3,-O3,B,same_B,same_B,B,completed,,244020301.91474068,3.6350566225919057
BM2,fine,fine,on,B4,gcc,gcc_Os,-Os,B,same_B,same_B,B,completed,,200153515.6367254,3.6350566225919057
BM2,fine,fine,on,B4,clang,clang_O2,-O2,B,same_B,same_B,B,completed,,6512930232558.14,3.6350566225919057
BM2,fine,fine,on,B4,clang,clang_O3,-O3,B,same_B,same_B,B,completed,,5186222222222.223,3.6350566225919057
BM2,fine,fine,on,B4,clang,clang_Os,-Os,B,same_B,same_B,B,completed,,188673118.44618332,3.6350566225919057
BM2,fine,fine,on,B3,gcc,gcc_O2,-O2,A,A_to_B,A_to_B,B,completed,,124915475.89524186,25.35671022498947
BM2,fine,fine,on,B3,gcc,gcc_O3,-O3,A,A_to_B,A_to_B,B,completed,,140859918.67972243,25.35671022498947
BM2,fine,fine,on,B3,gcc,gcc_Os,-Os,A,A_to_B,A_to_B,B,completed,,127206188.61541493,25.35671022498947
BM2,fine,fine,on,B3,clang,clang_O2,-O2,A,A_to_B,A_to_B,B,completed,,5491294117647.059,25.35671022498947
BM2,fine,fine,on,B3,clang,clang_O3,-O3,A,A_to_B,A_to_B,B,completed,,5186222222222.223,25.35671022498947
BM2,fine,fine,on,B3,clang,clang_Os,-Os,A,A_to_B,A_to_B,B,completed,,127832813.5077659,25.35671022498947
BM2,fine,fine,on,B4,gcc,gcc_O2,-O2,A,A_to_B,A_to_B,B,completed,,195665615.64005843,3.633461313140605
BM2,fine,fine,on,B4,gcc,gcc_O3,-O3,A,A_to_B,A_to_B,B,completed,,239847076.67748046,3.633461313140605
BM2,fine,fine,on,B4,gcc,gcc_Os,-Os,A,A_to_B,A_to_B,B,completed,,194979040.46328896,3.633461313140605
BM2,fine,fine,on,B4,clang,clang_O2,-O2,A,A_to_B,A_to_B,B,completed,,5284075471698.113,3.633461313140605
BM2,fine,fine,on,B4,clang,clang_O3,-O3,A,A_to_B,A_to_B,B,completed,,5284075471698.113,3.633461313140605
BM2,fine,fine,on,B4,clang,clang_Os,-Os,A,A_to_B,A_to_B,B,completed,,189511935.17281047,3.633461313140605
BM2,fine,fine,on,B3,gcc,gcc_O2,-O2,B,B_to_A,B_to_A,A,completed,,115928863.44727366,26.67423831558611
BM2,fine,fine,on,B3,gcc,gcc_O3,-O3,B,B_to_A,B_to_A,A,completed,,129376188.16825938,26.67423831558611
BM2,fine,fine,on,B3,gcc,gcc_Os,-Os,B,B_to_A,B_to_A,A,completed,,116747754.66848758,26.67423831558611
BM2,fine,fine,on,B3,clang,clang_O2,-O2,B,B_to_A,B_to_A,A,completed,,6401200000000.0,26.67423831558611
BM2,fine,fine,on,B3,clang,clang_O3,-O3,B,B_to_A,B_to_A,A,completed,,7443255813953.488,26.67423831558611
BM2,fine,fine,on,B3,clang,clang_Os,-Os,B,B_to_A,B_to_A,A,completed,,117169638.98381716,26.67423831558611
BM2,fine,fine,on,B4,gcc,gcc_O2,-O2,B,B_to_A,B_to_A,A,completed,,180468713.4372676,3.6335462454540433
BM2,fine,fine,on,B4,gcc,gcc_O3,-O3,B,B_to_A,B_to_A,A,completed,,225353104.3611733,3.6335462454540433
BM2,fine,fine,on,B4,gcc,gcc_Os,-Os,B,B_to_A,B_to_A,A,completed,,184321022.4213284,3.6335462454540433
BM2,fine,fine,on,B4,clang,clang_O2,-O2,B,B_to_A,B_to_A,A,completed,,6957826086956.521,3.6335462454540433
BM2,fine,fine,on,B4,clang,clang_O3,-O3,B,B_to_A,B_to_A,A,completed,,5246885245901.639,3.6335462454540433
BM2,fine,fine,on,B4,clang,clang_Os,-Os,B,B_to_A,B_to_A,A,completed,,174939288.3164102,3.6335462454540433
BM2,fine,fine,on,B3,gcc,gcc_O2,-O2,uniform,uniform,uniform,A,completed,,115110614.9494903,26.67423831558611
BM2,fine,fine,on,B3,gcc,gcc_O3,-O3,uniform,uniform,uniform,A,completed,,128153178.40383106,26.67423831558611
BM2,fine,fine,on,B3,gcc,gcc_Os,-Os,uniform,uniform,uniform,A,completed,,115107427.24506417,26.67423831558611
BM2,fine,fine,on,B3,clang,clang_O2,-O2,uniform,uniform,uniform,A,completed,,7274090909090.909,26.67423831558611
BM2,fine,fine,on,B3,clang,clang_O3,-O3,uniform,uniform,uniform,A,completed,,6275686274509.804,26.67423831558611
BM2,fine,fine,on,B3,clang,clang_Os,-Os,uniform,uniform,uniform,A,completed,,116271297.27176954,26.67423831558611
BM2,fine,fine,on,B4,gcc,gcc_O2,-O2,uniform,uniform,uniform,A,completed,,181234325.46187687,3.6315221818137164
BM2,fine,fine,on,B4,gcc,gcc_O3,-O3,uniform,uniform,uniform,A,completed,,227715298.24756125,3.6315221818137164
BM2,fine,fine,on,B4,gcc,gcc_Os,-Os,uniform,uniform,uniform,A,completed,,183937666.015726,3.6315221818137164
BM2,fine,fine,on,B4,clang,clang_O2,-O2,uniform,uniform,uniform,A,completed,,6401200000000.0,3.6315221818137164
BM2,fine,fine,on,B4,clang,clang_O3,-O3,uniform,uniform,uniform,A,completed,,6809787234042.554,3.6315221818137164
BM2,fine,fine,on,B4,clang,clang_Os,-Os,uniform,uniform,uniform,A,completed,,174959370.57046288,3.6315221818137164
BM3,binary,binary,off,B3,gcc,gcc_O2,-O2,A,same_A,same_A,A,completed,,143748888.62364715,1.0
BM3,binary,binary,off,B3,gcc,gcc_O3,-O3,A,same_A,same_A,A,completed,,165872245.3612223,1.0
BM3,binary,binary,off,B3,gcc,gcc_Os,-Os,A,same_A,same_A,A,completed,,143597290.6391954,1.0
BM3,binary,binary,off,B3,clang,clang_O2,-O2,A,same_A,same_A,A,completed,,6414434782608.695,1.0
BM3,binary,binary,off,B3,clang,clang_O3,-O3,A,same_A,same_A,A,completed,,6277957446808.511,1.0
BM3,binary,binary,off,B3,clang,clang_Os,-Os,A,same_A,same_A,A,completed,,183634667.43506813,1.0
BM3,binary,binary,off,B4,gcc,gcc_O2,-O2,A,same_A,same_A,A,completed,,139233475.9813005,1.0
BM3,binary,binary,off,B4,gcc,gcc_O3,-O3,A,same_A,same_A,A,completed,,170269440.5524997,1.0
BM3,binary,binary,off,B4,gcc,gcc_Os,-Os,A,same_A,same_A,A,completed,,143920038.78657338,1.0
BM3,binary,binary,off,B4,clang,clang_O2,-O2,A,same_A,same_A,A,completed,,5901280000000.0,1.0
BM3,binary,binary,off,B4,clang,clang_O3,-O3,A,same_A,same_A,A,completed,,6706000000000.0,1.0
BM3,binary,binary,off,B4,clang,clang_Os,-Os,A,same_A,same_A,A,completed,,183401249.5928754,1.0
BM3,binary,binary,off,B3,gcc,gcc_O2,-O2,B,same_B,same_B,B,completed,,169634145.45167518,1.0
BM3,binary,binary,off,B3,gcc,gcc_O3,-O3,B,same_B,same_B,B,completed,,194103958.6751895,1.0
BM3,binary,binary,off,B3,gcc,gcc_Os,-Os,B,same_B,same_B,B,completed,,162295119.4190111,1.0
BM3,binary,binary,off,B3,clang,clang_O2,-O2,B,same_B,same_B,B,completed,,5441361702127.66,1.0
BM3,binary,binary,off,B3,clang,clang_O3,-O3,B,same_B,same_B,B,completed,,5559652173913.043,1.0
BM3,binary,binary,off,B3,clang,clang_Os,-Os,B,same_B,same_B,B,completed,,209599256.48912394,1.0
BM3,binary,binary,off,B4,gcc,gcc_O2,-O2,B,same_B,same_B,B,completed,,163870917.30780196,1.0
BM3,binary,binary,off,B4,gcc,gcc_O3,-O3,B,same_B,same_B,B,completed,,197333333.3333333,1.0
BM3,binary,binary,off,B4,gcc,gcc_Os,-Os,B,same_B,same_B,B,completed,,159612054.0353308,1.0
BM3,binary,binary,off,B4,clang,clang_O2,-O2,B,same_B,same_B,B,completed,,5114880000000.0,1.0
BM3,binary,binary,off,B4,clang,clang_O3,-O3,B,same_B,same_B,B,completed,,5683200000000.0,1.0
BM3,binary,binary,off,B4,clang,clang_Os,-Os,B,same_B,same_B,B,completed,,210523889.56847146,1.0
BM3,binary,binary,off,B3,gcc,gcc_O2,-O2,A,A_to_B,A_to_B,B,completed,,166503035.21157938,1.0
BM3,binary,binary,off,B3,gcc,gcc_O3,-O3,A,A_to_B,A_to_B,B,completed,,194538493.66242236,1.0
BM3,binary,binary,off,B3,gcc,gcc_Os,-Os,A,A_to_B,A_to_B,B,completed,,154828304.54942545,1.0
BM3,binary,binary,off,B3,clang,clang_O2,-O2,A,A_to_B,A_to_B,B,completed,,5559652173913.043,1.0
BM3,binary,binary,off,B3,clang,clang_O3,-O3,A,A_to_B,A_to_B,B,completed,,5328000000000.0,1.0
BM3,binary,binary,off,B3,clang,clang_Os,-Os,A,A_to_B,A_to_B,B,completed,,210356788.2885069,1.0
BM3,binary,binary,off,B4,gcc,gcc_O2,-O2,A,A_to_B,A_to_B,B,completed,,157362814.24845263,1.0
BM3,binary,binary,off,B4,gcc,gcc_O3,-O3,A,A_to_B,A_to_B,B,completed,,196163616.950775,1.0
BM3,binary,binary,off,B4,gcc,gcc_Os,-Os,A,A_to_B,A_to_B,B,completed,,160136552.87886256,1.0
BM3,binary,binary,off,B4,clang,clang_O2,-O2,A,A_to_B,A_to_B,B,completed,,4918153846153.846,1.0
BM3,binary,binary,off,B4,clang,clang_O3,-O3,A,A_to_B,A_to_B,B,completed,,5947534883720.93,1.0
BM3,binary,binary,off,B4,clang,clang_Os,-Os,A,A_to_B,A_to_B,B,completed,,200761616.77535132,1.0
BM3,binary,binary,off,B3,gcc,gcc_O2,-O2,B,B_to_A,B_to_A,A,completed,,145159584.33344632,1.0
BM3,binary,binary,off,B3,gcc,gcc_O3,-O3,B,B_to_A,B_to_A,A,completed,,166967614.74270213,1.0
BM3,binary,binary,off,B3,gcc,gcc_Os,-Os,B,B_to_A,B_to_A,A,completed,,142197667.78938296,1.0
BM3,binary,binary,off,B3,clang,clang_O2,-O2,B,B_to_A,B_to_A,A,completed,,6277957446808.511,1.0
BM3,binary,binary,off,B3,clang,clang_O3,-O3,B,B_to_A,B_to_A,A,completed,,5674307692307.692,1.0
BM3,binary,binary,off,B3,clang,clang_Os,-Os,B,B_to_A,B_to_A,A,completed,,184366488.56769562,1.0
BM3,binary,binary,off,B4,gcc,gcc_O2,-O2,B,B_to_A,B_to_A,A,completed,,141979808.59498867,1.0
BM3,binary,binary,off,B4,gcc,gcc_O3,-O3,B,B_to_A,B_to_A,A,completed,,169550507.04717425,1.0
BM3,binary,binary,off,B4,gcc,gcc_Os,-Os,B,B_to_A,B_to_A,A,completed,,142925649.2503117,1.0
BM3,binary,binary,off,B4,clang,clang_O2,-O2,B,B_to_A,B_to_A,A,completed,,6861953488372.093,1.0
BM3,binary,binary,off,B4,clang,clang_O3,-O3,B,B_to_A,B_to_A,A,completed,,7025333333333.334,1.0
BM3,binary,binary,off,B4,clang,clang_Os,-Os,B,B_to_A,B_to_A,A,completed,,185357892.42905003,1.0
BM3,binary,binary,off,B3,gcc,gcc_O2,-O2,uniform,uniform,uniform,A,completed,,145090775.1625033,1.0
BM3,binary,binary,off,B3,gcc,gcc_O3,-O3,uniform,uniform,uniform,A,completed,,168755830.1071739,1.0
BM3,binary,binary,off,B3,gcc,gcc_Os,-Os,uniform,uniform,uniform,A,completed,,141370372.3223312,1.0
BM3,binary,binary,off,B3,clang,clang_O2,-O2,uniform,uniform,uniform,A,completed,,6277957446808.511,1.0
BM3,binary,binary,off,B3,clang,clang_O3,-O3,uniform,uniform,uniform,A,completed,,6021714285714.285,1.0
BM3,binary,binary,off,B3,clang,clang_Os,-Os,uniform,uniform,uniform,A,completed,,175940181.3877775,1.0
BM3,binary,binary,off,B4,gcc,gcc_O2,-O2,uniform,uniform,uniform,A,completed,,137261925.4741022,1.0
BM3,binary,binary,off,B4,gcc,gcc_O3,-O3,uniform,uniform,uniform,A,completed,,166943714.26340607,1.0
BM3,binary,binary,off,B4,gcc,gcc_Os,-Os,uniform,uniform,uniform,A,completed,,141640192.89610088,1.0
BM3,binary,binary,off,B4,clang,clang_O2,-O2,uniform,uniform,uniform,A,completed,,5001084745762.712,1.0
BM3,binary,binary,off,B4,clang,clang_O3,-O3,uniform,uniform,uniform,A,completed,,5364800000000.0,1.0
BM3,binary,binary,off,B4,clang,clang_Os,-Os,uniform,uniform,uniform,A,completed,,187133108.39950278,1.0
BM3,coarse,coarse,off,B3,gcc,gcc_O2,-O2,A,same_A,same_A,A,completed,,211961823.5394688,7.121007513055076
BM3,coarse,coarse,off,B3,gcc,gcc_O3,-O3,A,same_A,same_A,A,completed,,228631468.67343476,7.121007513055076
BM3,coarse,coarse,off,B3,gcc,gcc_Os,-Os,A,same_A,same_A,A,completed,,198768307.97959125,7.121007513055076
BM3,coarse,coarse,off,B3,clang,clang_O2,-O2,A,same_A,same_A,A,completed,,6706000000000.0,7.121007513055076
BM3,coarse,coarse,off,B3,clang,clang_O3,-O3,A,same_A,same_A,A,completed,,4837114754098.36,7.121007513055076
BM3,coarse,coarse,off,B3,clang,clang_Os,-Os,A,same_A,same_A,A,completed,,221413300.9764835,7.121007513055076
BM3,coarse,coarse,off,B4,gcc,gcc_O2,-O2,A,same_A,same_A,A,completed,,221709437.28824767,2.446362594988787
BM3,coarse,coarse,off,B4,gcc,gcc_O3,-O3,A,same_A,same_A,A,completed,,251983405.1543768,2.446362594988787
BM3,coarse,coarse,off,B4,gcc,gcc_Os,-Os,A,same_A,same_A,A,completed,,213324619.04510584,2.446362594988787
BM3,coarse,coarse,off,B4,clang,clang_O2,-O2,A,same_A,same_A,A,completed,,5176561403508.771,2.446362594988787
BM3,coarse,coarse,off,B4,clang,clang_O3,-O3,A,same_A,same_A,A,completed,,6706000000000.0,2.446362594988787
BM3,coarse,coarse,off,B4,clang,clang_Os,-Os,A,same_A,same_A,A,completed,,209802998.6077791,2.446362594988787
BM3,coarse,coarse,off,B3,gcc,gcc_O2,-O2,B,same_B,same_B,B,completed,,229438837.30318934,6.338837695280537
BM3,coarse,coarse,off,B3,gcc,gcc_O3,-O3,B,same_B,same_B,B,completed,,251448010.73656577,6.338837695280537
BM3,coarse,coarse,off,B3,gcc,gcc_Os,-Os,B,same_B,same_B,B,completed,,208764477.12557018,6.338837695280537
BM3,coarse,coarse,off,B3,clang,clang_O2,-O2,B,same_B,same_B,B,completed,,5559652173913.043,6.338837695280537
BM3,coarse,coarse,off,B3,clang,clang_O3,-O3,B,same_B,same_B,B,completed,,5559652173913.043,6.338837695280537
BM3,coarse,coarse,off,B3,clang,clang_Os,-Os,B,same_B,same_B,B,completed,,232353443.54519257,6.338837695280537
BM3,coarse,coarse,off,B4,gcc,gcc_O2,-O2,B,same_B,same_B,B,completed,,229090058.9153731,2.562571597618238
BM3,coarse,coarse,off,B4,gcc,gcc_O3,-O3,B,same_B,same_B,B,completed,,264599072.56237236,2.562571597618238
BM3,coarse,coarse,off,B4,gcc,gcc_Os,-Os,B,same_B,same_B,B,completed,,222648812.55533704,2.562571597618238
BM3,coarse,coarse,off,B4,clang,clang_O2,-O2,B,same_B,same_B,B,completed,,4825358490566.038,2.562571597618238
BM3,coarse,coarse,off,B4,clang,clang_O3,-O3,B,same_B,same_B,B,completed,,4825358490566.038,2.562571597618238
BM3,coarse,coarse,off,B4,clang,clang_Os,-Os,B,same_B,same_B,B,completed,,217105698.7868961,2.562571597618238
BM3,coarse,coarse,off,B3,gcc,gcc_O2,-O2,A,A_to_B,A_to_B,B,completed,,222045681.2729702,6.338837695280537
BM3,coarse,coarse,off,B3,gcc,gcc_O3,-O3,A,A_to_B,A_to_B,B,completed,,253972541.52287793,6.338837695280537
BM3,coarse,coarse,off,B3,gcc,gcc_Os,-Os,A,A_to_B,A_to_B,B,completed,,211873653.23484603,6.338837695280537
BM3,coarse,coarse,off,B3,clang,clang_O2,-O2,A,A_to_B,A_to_B,B,completed,,5441361702127.66,6.338837695280537
BM3,coarse,coarse,off,B3,clang,clang_O3,-O3,A,A_to_B,A_to_B,B,completed,,4736000000000.0,6.338837695280537
BM3,coarse,coarse,off,B3,clang,clang_Os,-Os,A,A_to_B,A_to_B,B,completed,,227999839.52713996,6.338837695280537
BM3,coarse,coarse,off,B4,gcc,gcc_O2,-O2,A,A_to_B,A_to_B,B,completed,,224192297.07162488,4.897541447939877
BM3,coarse,coarse,off,B4,gcc,gcc_O3,-O3,A,A_to_B,A_to_B,B,completed,,253954383.45975906,4.897541447939877
BM3,coarse,coarse,off,B4,gcc,gcc_Os,-Os,A,A_to_B,A_to_B,B,completed,,214498150.61771885,4.897541447939877
BM3,coarse,coarse,off,B4,clang,clang_O2,-O2,A,A_to_B,A_to_B,B,completed,,5441361702127.66,4.897541447939877
BM3,coarse,coarse,off,B4,clang,clang_O3,-O3,A,A_to_B,A_to_B,B,completed,,5559652173913.043,4.897541447939877
BM3,coarse,coarse,off,B4,clang,clang_Os,-Os,A,A_to_B,A_to_B,B,completed,,219355923.3063953,4.897541447939877
BM3,coarse,coarse,off,B3,gcc,gcc_O2,-O2,B,B_to_A,B_to_A,A,completed,,210254937.60345685,7.121007513055076
BM3,coarse,coarse,off,B3,gcc,gcc_O3,-O3,B,B_to_A,B_to_A,A,completed,,231303737.05763936,7.121007513055076
BM3,coarse,coarse,off,B3,gcc,gcc_Os,-Os,B,B_to_A,B_to_A,A,completed,,196633956.98315644,7.121007513055076
BM3,coarse,coarse,off,B3,clang,clang_O2,-O2,B,B_to_A,B_to_A,A,completed,,6414434782608.695,7.121007513055076
BM3,coarse,coarse,off,B3,clang,clang_O3,-O3,B,B_to_A,B_to_A,A,completed,,6706000000000.0,7.121007513055076
BM3,coarse,coarse,off,B3,clang,clang_Os,-Os,B,B_to_A,B_to_A,A,completed,,220268520.00462836,7.121007513055076
BM3,coarse,coarse,off,B4,gcc,gcc_O2,-O2,B,B_to_A,B_to_A,A,completed,,211120865.88003638,3.3557972066708617
BM3,coarse,coarse,off,B4,gcc,gcc_O3,-O3,B,B_to_A,B_to_A,A,completed,,241755468.63350117,3.3557972066708617
BM3,coarse,coarse,off,B4,gcc,gcc_Os,-Os,B,B_to_A,B_to_A,A,completed,,210729143.23259807,3.3557972066708617
BM3,coarse,coarse,off,B4,clang,clang_O2,-O2,B,B_to_A,B_to_A,A,completed,,6414434782608.695,3.3557972066708617
BM3,coarse,coarse,off,B4,clang,clang_O3,-O3,B,B_to_A,B_to_A,A,completed,,6861953488372.093,3.3557972066708617
BM3,coarse,coarse,off,B4,clang,clang_Os,-Os,B,B_to_A,B_to_A,A,completed,,211570466.00656658,3.3557972066708617
BM3,coarse,coarse,off,B3,gcc,gcc_O2,-O2,uniform,uniform,uniform,A,completed,,212149427.21293962,7.121007513055076
BM3,coarse,coarse,off,B3,gcc,gcc_O3,-O3,uniform,uniform,uniform,A,completed,,228918644.44387552,7.121007513055076
BM3,coarse,coarse,off,B3,gcc,gcc_Os,-Os,uniform,uniform,uniform,A,completed,,199920455.69266897,7.121007513055076
BM3,coarse,coarse,off,B3,clang,clang_O2,-O2,uniform,uniform,uniform,A,completed,,6277957446808.511,7.121007513055076
BM3,coarse,coarse,off,B3,clang,clang_O3,-O3,uniform,uniform,uniform,A,completed,,6147166666666.667,7.121007513055076
BM3,coarse,coarse,off,B3,clang,clang_Os,-Os,uniform,uniform,uniform,A,completed,,211341036.89357382,7.121007513055076
BM3,coarse,coarse,off,B4,gcc,gcc_O2,-O2,uniform,uniform,uniform,A,completed,,222838482.4290319,2.711390049638868
BM3,coarse,coarse,off,B4,gcc,gcc_O3,-O3,uniform,uniform,uniform,A,completed,,244997529.79810768,2.711390049638868
BM3,coarse,coarse,off,B4,gcc,gcc_Os,-Os,uniform,uniform,uniform,A,completed,,211415993.6259365,2.711390049638868
BM3,coarse,coarse,off,B4,clang,clang_O2,-O2,uniform,uniform,uniform,A,completed,,6706000000000.0,2.711390049638868
BM3,coarse,coarse,off,B4,clang,clang_O3,-O3,uniform,uniform,uniform,A,completed,,6556977777777.778,2.711390049638868
BM3,coarse,coarse,off,B4,clang,clang_Os,-Os,uniform,uniform,uniform,A,completed,,210658432.5414532,2.711390049638868
BM3,coarse,coarse,on,B3,gcc,gcc_O2,-O2,A,same_A,same_A,A,completed,,211364956.70107228,7.121007513055076
BM3,coarse,coarse,on,B3,gcc,gcc_O3,-O3,A,same_A,same_A,A,completed,,233756274.40044618,7.121007513055076
BM3,coarse,coarse,on,B3,gcc,gcc_Os,-Os,A,same_A,same_A,A,completed,,200512384.9002752,7.121007513055076
BM3,coarse,coarse,on,B3,clang,clang_O2,-O2,A,same_A,same_A,A,completed,,6414434782608.695,7.121007513055076
BM3,coarse,coarse,on,B3,clang,clang_O3,-O3,A,same_A,same_A,A,completed,,5901280000000.0,7.121007513055076
BM3,coarse,coarse,on,B3,clang,clang_Os,-Os,A,same_A,same_A,A,completed,,225492728.48157856,7.121007513055076
BM3,coarse,coarse,on,B4,gcc,gcc_O2,-O2,A,same_A,same_A,A,completed,,222058996.17990854,2.446362594988787
BM3,coarse,coarse,on,B4,gcc,gcc_O3,-O3,A,same_A,same_A,A,completed,,251593220.22336632,2.446362594988787
BM3,coarse,coarse,on,B4,gcc,gcc_Os,-Os,A,same_A,same_A,A,completed,,213598417.83239564,2.446362594988787
BM3,coarse,coarse,on,B4,clang,clang_O2,-O2,A,same_A,same_A,A,completed,,6556977777777.778,2.446362594988787
BM3,coarse,coarse,on,B4,clang,clang_O3,-O3,A,same_A,same_A,A,completed,,5674307692307.692,2.446362594988787
BM3,coarse,coarse,on,B4,clang,clang_Os,-Os,A,same_A,same_A,A,completed,,217657247.22565645,2.446362594988787
BM3,coarse,coarse,on,B3,gcc,gcc_O2,-O2,B,same_B,same_B,B,completed,,224703858.4073285,6.338837695280537
BM3,coarse,coarse,on,B3,gcc,gcc_O3,-O3,B,same_B,same_B,B,completed,,250989505.7917862,6.338837695280537
BM3,coarse,coarse,on,B3,gcc,gcc_Os,-Os,B,same_B,same_B,B,completed,,210554741.40060267,6.338837695280537
BM3,coarse,coarse,on,B3,clang,clang_O2,-O2,B,same_B,same_B,B,completed,,5441361702127.66,6.338837695280537
BM3,coarse,coarse,on,B3,clang,clang_O3,-O3,B,same_B,same_B,B,completed,,5947534883720.93,6.338837695280537
BM3,coarse,coarse,on,B3,clang,clang_Os,-Os,B,same_B,same_B,B,completed,,241106656.01970005,6.338837695280537
BM3,coarse,coarse,on,B4,gcc,gcc_O2,-O2,B,same_B,same_B,B,completed,,228637431.9770919,2.562571597618238
BM3,coarse,coarse,on,B4,gcc,gcc_O3,-O3,B,same_B,same_B,B,completed,,272557238.36289173,2.562571597618238
BM3,coarse,coarse,on,B4,gcc,gcc_Os,-Os,B,same_B,same_B,B,completed,,222616446.58385637,2.562571597618238
BM3,coarse,coarse,on,B4,clang,clang_O2,-O2,B,same_B,same_B,B,completed,,5559652173913.043,2.562571597618238
BM3,coarse,coarse,on,B4,clang,clang_O3,-O3,B,same_B,same_B,B,completed,,5014588235294.117,2.562571597618238
BM3,coarse,coarse,on,B4,clang,clang_Os,-Os,B,same_B,same_B,B,completed,,226482064.32507205,2.562571597618238
BM3,coarse,coarse,on,B3,gcc,gcc_O2,-O2,A,A_to_B,A_to_B,B,completed,,232426296.641986,6.338837695280537
BM3,coarse,coarse,on,B3,gcc,gcc_O3,-O3,A,A_to_B,A_to_B,B,completed,,246598642.73551086,6.338837695280537
BM3,coarse,coarse,on,B3,gcc,gcc_Os,-Os,A,A_to_B,A_to_B,B,completed,,215389668.63322258,6.338837695280537
BM3,coarse,coarse,on,B3,clang,clang_O2,-O2,A,A_to_B,A_to_B,B,completed,,5328000000000.0,6.338837695280537
BM3,coarse,coarse,on,B3,clang,clang_O3,-O3,A,A_to_B,A_to_B,B,completed,,5683200000000.0,6.338837695280537
BM3,coarse,coarse,on,B3,clang,clang_Os,-Os,A,A_to_B,A_to_B,B,completed,,235820906.53250763,6.338837695280537
BM3,coarse,coarse,on,B4,gcc,gcc_O2,-O2,A,A_to_B,A_to_B,B,completed,,224376993.77783394,4.897541447939877
BM3,coarse,coarse,on,B4,gcc,gcc_O3,-O3,A,A_to_B,A_to_B,B,completed,,251274085.29665774,4.897541447939877
BM3,coarse,coarse,on,B4,gcc,gcc_Os,-Os,A,A_to_B,A_to_B,B,completed,,216544286.99162763,4.897541447939877
BM3,coarse,coarse,on,B4,clang,clang_O2,-O2,A,A_to_B,A_to_B,B,completed,,5559652173913.043,4.897541447939877
BM3,coarse,coarse,on,B4,clang,clang_O3,-O3,A,A_to_B,A_to_B,B,completed,,5683200000000.0,4.897541447939877
BM3,coarse,coarse,on,B4,clang,clang_Os,-Os,A,A_to_B,A_to_B,B,completed,,219346516.44687188,4.897541447939877
BM3,coarse,coarse,on,B3,gcc,gcc_O2,-O2,B,B_to_A,B_to_A,A,completed,,211494186.96331552,7.121007513055076
BM3,coarse,coarse,on,B3,gcc,gcc_O3,-O3,B,B_to_A,B_to_A,A,completed,,228967850.57462344,7.121007513055076
BM3,coarse,coarse,on,B3,gcc,gcc_Os,-Os,B,B_to_A,B_to_A,A,completed,,199910703.33656508,7.121007513055076
