benchmark_id,benchmark_family,method_id,method_label,granularity,input_path,input_bytes,trace_len,bytes_processed,emitted_tokens,lexical_errors,transition_calls,classify_calls,semantic_comparisons,avg_semantic_comparisons_per_visited_state,avg_semantic_comparisons_per_emitted_token,full_scan_ns,classifier_trace_ns,classifier_trace_loops,transition_trace_ns,transition_trace_loops,classifier_ns_per_call,transition_ns_per_call,estimated_classification_share_of_full_scan,estimated_transition_share_of_full_scan,bytes_per_second,tokens_per_second,input_name
BM3,JSON-like lexer,B5,hierarchical comparison-tree encoding,binary,/home/reda/work/semantic_state_layout_pipeline_modified/corpora/BM3/eval/A_eval_1.txt,130024,178400,178400,48377,64881,178400,178400,178400,1.0,3.687703,932157,9788077,112,12436525,112,0.489874129164,0.622423776826,0.093754104344,0.119121995314,139487232.300997,51897909.901444,A_eval_1
BM3,JSON-like lexer,B5,hierarchical comparison-tree encoding,binary,/home/reda/work/semantic_state_layout_pipeline_modified/corpora/BM3/eval/A_eval_2.txt,165040,226657,226657,61618,81862,226657,226657,226657,1.0,3.678422,1177827,9370585,88,11844227,88,0.46980203768,0.593820127489,0.090407097523,0.114272714615,140122445.826085,52314983.439843,A_eval_2
